INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	COMMENT_OBS	SOURCE_YEAR	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2000	F	Female	31.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2007	F	Female	37.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2009	F	Female	36.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2010	F	Female	37.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2001	F	Female	27.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2004	F	Female	35.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2006	F	Female	36.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2002	F	Female	29.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2012	F	Female	35.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2013	F	Female	35.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2014	F	Female	36.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2015	F	Female	37.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2016	F	Female	38.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2017	F	Female	38.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	True
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2005	F	Female	34.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	2011	F	Female	35.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2003	F	Female	27.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2008	F	Female	31.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2000	F	Female	21.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2007	F	Female	30.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2009	F	Female	34.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2010	F	Female	35.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2001	F	Female	22.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2004	F	Female	30.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2006	F	Female	31.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2002	F	Female	28.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2012	F	Female	27.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2013	F	Female	27.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2015	F	Female	30.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2016	F	Female	32.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2017	F	Female	30.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	True
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2005	F	Female	29.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	2011	F	Female	26.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2008	F	Female	34.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2007	F	Female	32.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2009	F	Female	36.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2006	F	Female	33.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2012	F	Female	30.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2013	F	Female	30.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2014	F	Female	30.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2015	F	Female	31.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2016	F	Female	32.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2017	F	Female	30.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	True
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2005	F	Female	31.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2010	F	Female	36.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2011	F	Female	31.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2003	F	Female	34.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2008	F	Female	29.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2000	F	Female	32.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2007	F	Female	31.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2009	F	Female	31.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2010	F	Female	35.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2001	F	Female	34.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2004	F	Female	30.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2006	F	Female	27.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2002	F	Female	33.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2012	F	Female	30.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2013	F	Female	30.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2014	F	Female	28.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2015	F	Female	27.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2016	F	Female	34.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2017	F	Female	30.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	True
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2005	F	Female	30.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	703	Slovakia	SVK	19.48495604	48.70741446	Europe and Northern America	2011	F	Female	27.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2003	F	Female	41.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2008	F	Female	43.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2000	F	Female	34.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2007	F	Female	37.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2009	F	Female	44.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2010	F	Female	43.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2001	F	Female	36.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2004	F	Female	40.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2006	F	Female	42.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2002	F	Female	35.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2012	F	Female	40.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2013	F	Female	38.6	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2014	F	Female	36.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2015	F	Female	37.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2016	F	Female	41.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2017	F	Female	41.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	True
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2005	F	Female	42.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	2011	F	Female	38.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2003	F	Female	15.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2008	F	Female	23.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2000	F	Female	15.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2007	F	Female	23.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2010	F	Female	27.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2004	F	Female	19.0	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2006	F	Female	23.2	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2002	F	Female	18.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2012	F	Female	28.8	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2013	F	Female	29.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2014	F	Female	29.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2015	F	Female	30.4	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2016	F	Female	30.3	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2017	F	Female	30.9	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;	2019	SEX	F	Female	True
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2005	F	Female	21.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2009	F	Female	24.7	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2001	F	Female	17.5	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
IV.3	6b4d10a8	Proportion of women in managerial positions	ca981746	Proportion of women in senior and middle management positions	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	2011	F	Female	28.1	PT	Percent	C	Country Data	Repository: Eurostat special tabulation;Break in series: Methodology revised	2019	SEX	F	Female	False
