INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	SEX	SEX_DESC	ICT_SKILL	ICT_SKILL_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018	2018	F	Female	ARSP	Using basic arithmetic formula in a spreadsheet	39.92551	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__ARSP	Female, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2019	2019	F	Female	ARSP	Using basic arithmetic formula in a spreadsheet	53.59756	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__ARSP	Female, using basic arithmetic formula in a spreadsheet	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2015	2015	F	Female	INST	Connecting and installing new devices	32.01774	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA) Bahrain	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__INST	Female, connecting and installing new devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2016	2016	F	Female	INST	Connecting and installing new devices	47.30469	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__INST	Female, connecting and installing new devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2017	2017	F	Female	INST	Connecting and installing new devices	39.46233	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__INST	Female, connecting and installing new devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018	2018	F	Female	INST	Connecting and installing new devices	41.9777	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__INST	Female, connecting and installing new devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2019	2019	F	Female	INST	Connecting and installing new devices	69.66986	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__INST	Female, connecting and installing new devices	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2015	2015	F	Female	SOFT	Finding, downloading, installing and configuring software	39.20351	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA) Bahrain	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__SOFT	Female, finding, downloading, installing and configuring software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2016	2016	F	Female	SOFT	Finding, downloading, installing and configuring software	40.15319	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__SOFT	Female, finding, downloading, installing and configuring software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2017	2017	F	Female	SOFT	Finding, downloading, installing and configuring software	42.99644	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__SOFT	Female, finding, downloading, installing and configuring software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018	2018	F	Female	SOFT	Finding, downloading, installing and configuring software	55.78363	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__SOFT	Female, finding, downloading, installing and configuring software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2019	2019	F	Female	SOFT	Finding, downloading, installing and configuring software	86.92928	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__SOFT	Female, finding, downloading, installing and configuring software	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2015	2015	F	Female	CMFL	Copying or moving a file or folder	50.15139	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA) Bahrain	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__CMFL	Female, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2016	2016	F	Female	CMFL	Copying or moving a file or folder	69.38543	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__CMFL	Female, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2017	2017	F	Female	CMFL	Copying or moving a file or folder	77.50336	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__CMFL	Female, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018	2018	F	Female	CMFL	Copying or moving a file or folder	65.2987	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Authority (TRA)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__CMFL	Female, copying or moving a file or folder	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2019	2019	F	Female	SOFT	Finding, downloading, installing and configuring software	0.90392	PT	Percent	C	Country Data	G	Global	age 15-49	MICS 2019	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__SOFT	Female, finding, downloading, installing and configuring software	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2019	2019	F	Female	CMFL	Copying or moving a file or folder	0.87955	PT	Percent	C	Country Data	G	Global	age 15-49	MICS 2019	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__CMFL	Female, copying or moving a file or folder	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2019	2019	F	Female	COPA	Using copy and paste tools to duplicate or move information within a document	0.78998	PT	Percent	C	Country Data	G	Global	age 15-49	MICS 2019	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__COPA	Female, using copy and paste tools to duplicate or move information within a document	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2019	2019	F	Female	EMAIL	Sending e-mails with attached files	0.74705	PT	Percent	C	Country Data	G	Global	age 15-49	MICS 2019	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__EMAIL	Female, sending e-mails with attached files	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2019	2019	F	Female	TRAF	Transferring files between a computer and other devices	0.62835	PT	Percent	C	Country Data	G	Global	age 15-49	MICS 2019	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__TRAF	Female, transferring files between a computer and other devices	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2019	2019	F	Female	INST	Connecting and installing new devices	0.53446	PT	Percent	C	Country Data	G	Global	age 15-49	MICS 2019	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__INST	Female, connecting and installing new devices	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2019	2019	F	Female	EPRS	Creating electronic presentations with presentation software	0.40584	PT	Percent	C	Country Data	G	Global	age 15-49	MICS 2019	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__EPRS	Female, creating electronic presentations with presentation software	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2019	2019	F	Female	ARSP	Using basic arithmetic formula in a spreadsheet	0.36382	PT	Percent	C	Country Data	G	Global	age 15-49	MICS 2019	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__ARSP	Female, using basic arithmetic formula in a spreadsheet	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2019	2019	F	Female	PCPR	Writing a computer program using a specialized programming language	0.204	PT	Percent	C	Country Data	G	Global	age 15-49	MICS 2019	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__PCPR	Female, writing a computer program using a specialized programming language	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2014	2014	F	Female	ARSP	Using basic arithmetic formula in a spreadsheet	38.71689	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__ARSP	Female, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	2015	F	Female	ARSP	Using basic arithmetic formula in a spreadsheet	37.66329	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__ARSP	Female, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	2016	F	Female	ARSP	Using basic arithmetic formula in a spreadsheet	40.30356	PT	Percent	C	Country Data	G	Global		Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__ARSP	Female, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2017	2017	F	Female	ARSP	Using basic arithmetic formula in a spreadsheet	40.86165	PT	Percent	C	Country Data	G	Global		Statbel (Algemene Directie Statistiek - Statistics Belgium) Statbel (Direction générale Statistique - Statistics Belgium)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__ARSP	Female, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2019	2019	F	Female	ARSP	Using basic arithmetic formula in a spreadsheet	39.41004	PT	Percent	C	Country Data	G	Global		Statistics Belgium (Statbel)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__ARSP	Female, using basic arithmetic formula in a spreadsheet	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2014	2014	F	Female	INST	Connecting and installing new devices	37.48009	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__INST	Female, connecting and installing new devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	2016	F	Female	INST	Connecting and installing new devices	37.42105	PT	Percent	C	Country Data	G	Global		Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__INST	Female, connecting and installing new devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2017	2017	F	Female	INST	Connecting and installing new devices	37.77335	PT	Percent	C	Country Data	G	Global		Statbel (Algemene Directie Statistiek - Statistics Belgium) Statbel (Direction générale Statistique - Statistics Belgium)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__INST	Female, connecting and installing new devices	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2014	2014	F	Female	CMFL	Copying or moving a file or folder	64.75741	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__CMFL	Female, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	2015	F	Female	CMFL	Copying or moving a file or folder	56.97169	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__CMFL	Female, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	2016	F	Female	CMFL	Copying or moving a file or folder	67.11911	PT	Percent	C	Country Data	G	Global		Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__CMFL	Female, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2017	2017	F	Female	CMFL	Copying or moving a file or folder	69.02152	PT	Percent	C	Country Data	G	Global		Statbel (Algemene Directie Statistiek - Statistics Belgium) Statbel (Direction générale Statistique - Statistics Belgium)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__CMFL	Female, copying or moving a file or folder	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2014	2014	F	Female	EPRS	Creating electronic presentations with presentation software	32.84849	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__EPRS	Female, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	2015	F	Female	EPRS	Creating electronic presentations with presentation software	29.99299	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__EPRS	Female, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	2016	F	Female	EPRS	Creating electronic presentations with presentation software	31.46779	PT	Percent	C	Country Data	G	Global		Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__EPRS	Female, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2017	2017	F	Female	EPRS	Creating electronic presentations with presentation software	30.95723	PT	Percent	C	Country Data	G	Global		Statbel (Algemene Directie Statistiek - Statistics Belgium) Statbel (Direction générale Statistique - Statistics Belgium)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__EPRS	Female, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2019	2019	F	Female	EPRS	Creating electronic presentations with presentation software	32.77314	PT	Percent	C	Country Data	G	Global		Statistics Belgium (Statbel)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__EPRS	Female, creating electronic presentations with presentation software	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2014	2014	F	Female	COPA	Using copy and paste tools to duplicate or move information within a document	62.33409	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__COPA	Female, using copy and paste tools to duplicate or move information within a document	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	2015	F	Female	COPA	Using copy and paste tools to duplicate or move information within a document	54.19769	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__COPA	Female, using copy and paste tools to duplicate or move information within a document	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	2016	F	Female	COPA	Using copy and paste tools to duplicate or move information within a document	62.46328	PT	Percent	C	Country Data	G	Global		Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__COPA	Female, using copy and paste tools to duplicate or move information within a document	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2017	2017	F	Female	COPA	Using copy and paste tools to duplicate or move information within a document	64.85681	PT	Percent	C	Country Data	G	Global		Statbel (Algemene Directie Statistiek - Statistics Belgium) Statbel (Direction générale Statistique - Statistics Belgium)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__COPA	Female, using copy and paste tools to duplicate or move information within a document	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2019	2019	F	Female	COPA	Using copy and paste tools to duplicate or move information within a document	54.11839	PT	Percent	C	Country Data	G	Global		Statistics Belgium (Statbel)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__COPA	Female, using copy and paste tools to duplicate or move information within a document	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2014	2014	F	Female	PCPR	Writing a computer program using a specialized programming language	4.8604	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__PCPR	Female, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	2015	F	Female	PCPR	Writing a computer program using a specialized programming language	1.8474	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__PCPR	Female, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	2016	F	Female	PCPR	Writing a computer program using a specialized programming language	4.22448	PT	Percent	C	Country Data	G	Global		Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__PCPR	Female, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2017	2017	F	Female	PCPR	Writing a computer program using a specialized programming language	4.39548	PT	Percent	C	Country Data	G	Global		Statbel (Algemene Directie Statistiek - Statistics Belgium) Statbel (Direction générale Statistique - Statistics Belgium)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__PCPR	Female, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2019	2019	F	Female	PCPR	Writing a computer program using a specialized programming language	1.69708	PT	Percent	C	Country Data	G	Global		Statistics Belgium (Statbel)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__PCPR	Female, writing a computer program using a specialized programming language	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2014	2014	F	Female	TRAF	Transferring files between a computer and other devices	54.94181	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__TRAF	Female, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	2015	F	Female	TRAF	Transferring files between a computer and other devices	54.9422	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	F__TRAF	Female, transferring files between a computer and other devices	False
