INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	32	Argentina	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[1970, 1980, 1991, 2001, 2003]	1970	2003	5	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	533	Aruba	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	ABW	-69.97050586	12.50878756		4	Country or Area	Latin America and the Caribbean	[2000, 2010]	2000	2010	2	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	44	Bahamas	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	BHS	-78.05111663	24.69546597	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2010]	2000	2010	2	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	68	Bolivia (Plurinational State of)	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	BOL	-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[1992, 2001, 2006, 2008, 2009, 2012]	1992	2012	6	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	76	Brazil	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	BRA	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[1970, 1976, 1980, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	1970	2014	13	0	5
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	136	Cayman Islands	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	CYM	-81.16740559	19.32266656		4	Country or Area	Latin America and the Caribbean	[2004, 2005, 2006, 2007, 2008, 2014, 2015]	2004	2015	7	1	2
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	152	Chile	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	CHL	-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2007, 2008, 2009, 2010, 2011, 2013]	2004	2013	7	0	3
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	170	Colombia	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	COL	-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	12	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	188	Costa Rica	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	CRI	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[1973, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	1973	2015	9	1	5
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	192	Cuba	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	CUB	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[2002, 2012]	2002	2012	2	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	212	Dominica	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	DMA	-61.3493756	15.43391378	1.0	4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	214	Dominican Republic	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	DOM	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[1970, 2007, 2010, 2011, 2012, 2013, 2014, 2015]	1970	2015	8	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	218	Ecuador	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	ECU	-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[1982, 2008, 2009, 2010, 2013, 2014, 2015]	1982	2015	7	1	4
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	222	El Salvador	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	SLV	-88.86862995	13.73603564	1.0	4	Country or Area	Latin America and the Caribbean	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2006	2013	8	0	4
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	320	Guatemala	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	GTM	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[2002, 2006, 2012, 2013, 2014]	2002	2014	5	0	3
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	328	Guyana	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	GUY	-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[2002]	2002	2002	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	332	Haiti	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	HTI	-72.33640958	18.40426539	1.0	4	Country or Area	Latin America and the Caribbean	[1971, 1982]	1971	1982	2	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	340	Honduras	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	HND	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[1974, 2007, 2011, 2012, 2014]	1974	2014	5	0	3
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	388	Jamaica	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	JAM	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[2011]	2011	2011	1	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	484	Mexico	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	MEX	-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[1980, 1990, 2000, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015]	1980	2015	14	1	5
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	591	Panama	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	PAN	-81.26616623	8.450965746	1.0	4	Country or Area	Latin America and the Caribbean	[1980, 1990, 2000, 2010]	1980	2010	4	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	600	Paraguay	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	PRY	-60.54854225	-21.70216237	1.0	4	Country or Area	Latin America and the Caribbean	[1972, 1982, 1992, 2003, 2005, 2006, 2007, 2008, 2009, 2014, 2015]	1972	2015	11	1	2
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	604	Peru	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	PER	-71.82093277	-13.58939705	1.0	4	Country or Area	Latin America and the Caribbean	[1972, 1981, 1993, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1972	2015	15	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	630	Puerto Rico	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	PRI	-66.47591017	18.22753799		4	Country or Area	Latin America and the Caribbean	[1970, 1980, 2000, 2012]	1970	2012	4	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	740	Suriname	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	SUR	-55.90626394	4.132603197	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2012]	2004	2012	2	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	780	Trinidad and Tobago	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	TTO	-61.29389504	10.41877263	1.0	4	Country or Area	Latin America and the Caribbean	[1980, 2008, 2009]	1980	2009	3	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	858	Uruguay	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	URY	-56.01387025	-32.8002838	1.0	4	Country or Area	Latin America and the Caribbean	[1975, 2003, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1975	2015	11	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	862	Venezuela (Bolivarian Republic of)	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	VEN	-66.15642084	7.121324748	1.0	4	Country or Area	Latin America and the Caribbean	[2001, 2006, 2007, 2008, 2009, 2015]	2001	2015	6	1	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	12	Algeria	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2006, 2008]	2006	2008	2	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	51	Armenia	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	ARM	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2001, 2011, 2015]	2001	2015	3	1	2
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	31	Azerbaijan	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	AZE	50.01064725	40.39229544	1.0	4	Country or Area	Northern Africa and Western Asia	[1999, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1999	2015	10	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	48	Bahrain	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	BHR	50.5490754	26.04407747	1.0	4	Country or Area	Northern Africa and Western Asia	[1971, 2001, 2010]	1971	2010	3	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	196	Cyprus	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	CYP	33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[1992, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1992	2015	13	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	818	Egypt	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	EGY	29.77468534	26.57438204	1.0	4	Country or Area	Northern Africa and Western Asia	[2006]	2006	2006	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	268	Georgia	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	GEO	43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[2002, 2012, 2014]	2002	2014	3	0	2
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	368	Iraq	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	IRQ	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2013]	2013	2013	1	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	376	Israel	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	ISR	34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[2004, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	10	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	400	Jordan	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	JOR	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[2003, 2007, 2008, 2010]	2003	2010	4	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	414	Kuwait	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	KWT	47.49305029	29.53949468	1.0	4	Country or Area	Northern Africa and Western Asia	[1970, 2005, 2006, 2007, 2008, 2012, 2013, 2015]	1970	2015	8	1	3
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	512	Oman	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	OMN	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2003, 2008, 2010, 2015]	2003	2015	4	1	2
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	634	Qatar	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	QAT	51.19152467	25.28355379	1.0	4	Country or Area	Northern Africa and Western Asia	[2004, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2004	2014	9	0	5
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	682	Saudi Arabia	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	SAU	44.54763347	24.12594211	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2004, 2013]	2000	2013	3	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	275	State of Palestine	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	PSE	35.25694122	31.94347933		4	Country or Area	Northern Africa and Western Asia	[2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	11	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	760	Syrian Arab Republic	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	SYR	38.50466565	35.01676176	1.0	4	Country or Area	Northern Africa and Western Asia	[2002, 2007, 2008, 2009]	2002	2009	4	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	788	Tunisia	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	TUN	9.572737411	34.11439971	1.0	4	Country or Area	Northern Africa and Western Asia	[2008, 2010, 2011, 2012]	2008	2012	4	0	3
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	792	Turkey	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	TUR	35.42890329	38.9899684	1.0	4	Country or Area	Northern Africa and Western Asia	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	12	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	242	Fiji	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	FJI	177.9660884	-17.83301566	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[1976, 1986, 1996, 2007]	1976	2007	4	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	258	French Polynesia	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	PYF	-149.4052367	-17.67709294		4	Country or Area	Oceania, exc. Australia and New Zealand	[2007]	2007	2007	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	316	Guam	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	GUM	144.7029305	13.35485404		4	Country or Area	Oceania, exc. Australia and New Zealand	[1980]	1980	1980	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	584	Marshall Islands	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	MHL	171.0839119	7.110213497	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2011]	2011	2011	1	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	585	Palau	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	PLW	134.5733878	7.502307591	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2013]	2013	2013	1	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	882	Samoa	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	WSM	-172.4430749	-13.61541469	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[1981, 2001, 2011]	1981	2011	3	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	776	Tonga	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	TON	-175.1959991	-21.19511329	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2011]	2011	2011	1	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	548	Vanuatu	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	VUT	167.0679779	-15.34445547	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[1979]	1979	1979	1	0	0
