INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	392	Japan	M	Male	Y_GE10	10 years old and over	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2001, 2006, 2011, 2016]	2001	2016	4
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y55T64	55 to 64 years old	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y55T64	55 to 64 years old	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y55T64	55 to 64 years old	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y55T64	55 to 64 years old	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y45T54	45 to 54 years old	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y45T54	45 to 54 years old	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y45T54	45 to 54 years old	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y45T54	45 to 54 years old	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y25T44	25 to 44 years old	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y25T44	25 to 44 years old	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y25T44	25 to 44 years old	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y25T44	25 to 44 years old	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y20T74	20 to 74 years old	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2000, 2003, 2006]	2000	2006	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y20T74	20 to 74 years old	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2000, 2003, 2006]	2000	2006	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y15T24	15 to 24 years old	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y15T24	15 to 24 years old	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y15T24	15 to 24 years old	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y15T24	15 to 24 years old	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y_GE65	65 years old and over	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y_GE65	65 years old and over	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y_GE65	65 years old and over	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y_GE65	65 years old and over	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y_GE10	10 years old and over	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y_GE10	10 years old and over	U	Urban	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y_GE10	10 years old and over	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y_GE10	10 years old and over	R	Rural	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	F	Female	Y_GE10	10 years old and over	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2012, 2018]	2012	2018	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	M	Male	Y_GE10	10 years old and over	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2012, 2018]	2012	2018	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	417	Kyrgyzstan	F	Female	Y20T74	20 to 74 years old	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2000, 2005]	2000	2005	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	417	Kyrgyzstan	M	Male	Y20T74	20 to 74 years old	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2000, 2005]	2000	2005	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	417	Kyrgyzstan	F	Female	Y_GE12	12 years old and over	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2010, 2015]	2010	2015	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	417	Kyrgyzstan	M	Male	Y_GE12	12 years old and over	_T	All areas	1.0	4	Country or Area	Central and Southern Asia	[2010, 2015]	2010	2015	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y55T64	55 to 64 years old	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y55T64	55 to 64 years old	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y55T64	55 to 64 years old	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y55T64	55 to 64 years old	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y45T54	45 to 54 years old	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y45T54	45 to 54 years old	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y45T54	45 to 54 years old	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y45T54	45 to 54 years old	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y25T44	25 to 44 years old	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y25T44	25 to 44 years old	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y25T44	25 to 44 years old	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y25T44	25 to 44 years old	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y15T24	15 to 24 years old	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y15T24	15 to 24 years old	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y15T24	15 to 24 years old	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y15T24	15 to 24 years old	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y_GE65	65 years old and over	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y_GE65	65 years old and over	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y_GE65	65 years old and over	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y_GE65	65 years old and over	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	F	Female	Y_GE10	10 years old and over	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2003, 2008, 2013]	2003	2013	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	M	Male	Y_GE10	10 years old and over	_T	All areas	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2003, 2008, 2013]	2003	2013	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	428	Latvia	F	Female	Y20T74	20 to 74 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2003]	2003	2003	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	428	Latvia	M	Male	Y20T74	20 to 74 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2003]	2003	2003	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	426	Lesotho	F	Female	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Sub-Saharan Africa	[2003]	2003	2003	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	426	Lesotho	M	Male	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Sub-Saharan Africa	[2003]	2003	2003	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	430	Liberia	F	Female	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	430	Liberia	M	Male	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	430	Liberia	F	Female	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	430	Liberia	M	Male	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	430	Liberia	F	Female	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	430	Liberia	M	Male	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	440	Lithuania	F	Female	Y45T64	45 to 64 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2003]	2003	2003	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	440	Lithuania	M	Male	Y45T64	45 to 64 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2003]	2003	2003	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	440	Lithuania	F	Female	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2003]	2003	2003	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	440	Lithuania	M	Male	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2003]	2003	2003	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	440	Lithuania	F	Female	Y20T74	20 to 74 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2003]	2003	2003	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	440	Lithuania	M	Male	Y20T74	20 to 74 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2003]	2003	2003	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	440	Lithuania	F	Female	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2003]	2003	2003	1
