INDICATOR_ID	MINSET_SERIES	METADATA_CATEGORY	METADATA_CATEGORY_DESC	METADATA_DESCRIPTION	METADATA_SOURCE
48	77	4	Importance of the indicator in addressing gender issues and its limitation	Violence against women is a serious problem that affects women globally. It is a violation of women’s human rights and has negative consequences for their physical emotional and social wellbeing and ability to participate in civil society. On a broader scale violence against women interferes with the social economic and political development of societies.Intimate partner violence is traumatic and debilitating. Victims often feel they have nowhere toturn especially in societies where it is difficult for women to leave their husbands or live-in partners and live alone. Women who have suffered from intimate partner violence are more likely to give birth to a low-birthweight baby have an abortion and experience depression.Despite the increase in the availability and quality of data on violence against women significant challenges remain.	Agency
48	77	5	Sources of discrepancies between global and national figures	"Sources of discrepancies: 

Only figures published by countries are used."	https://unstats.un.org/sdgs/metadata/
48	77	7	Treatment of missing values	"Treatment of missing values: At country level: 

When data for a country are entirely missing, no country-level estimate is published. "	https://unstats.un.org/sdgs/metadata/
48	77	8	Data availability and assessment of countries’ capacity	"Description: 

About 100 countries have conducted violence against women national prevalence surveys or have included a module on violence against women in a national household survey on other topic, and most of them include data on intimate partner violence. However, not all these data are comparable and in many cases they are not collected on a regular basis.

Comparable data are available for a sub-sample of women and girls aged 15-49 for 52 low- and middle-income countries.

__Time series:__

Time series are available for some countries. Global time series with comparable data not yet available. "	https://unstats.un.org/sdgs/metadata/
48	77	9	Expected time of release	"Data collection: 

NA

  Data release: 

NA"	https://unstats.un.org/sdgs/metadata/
48	77	6	Process of obtaining data	"Description: 

The main sources of intimate partner violence prevalence data are (1) specialized national surveys dedicated to measuring violence against women and (2) international household surveys that include a module on experiences of violence by women, such as the DHS.

Although administrative data from health, police, courts, justice and social services, among other services used by survivors of violence, can provide information on violence against women and girls, these do not produce prevalence data, but rather incidence data or number of cases received in/reported to these services. We know that many abused women do not report violence and those who do, tend to be only the most serious cases. Therefore, administrative data should not be used as a data source for this indicator. 

For more information on recommended practices in production of violence against women statistics see: _UN Guidelines for Producing Statistics on Violence against Women- Statistical Surveys_ (UN, 2014).

For more information on recommended practices in production of violence against women statistics see: _UN Guidelines for Producing Statistics on Violence against Women- Statistical Surveys_ (UN, 2014).

For more information on recommended practices in production of violence against women statistics see: _UN Guidelines for Producing Statistics on Violence against Women- Statistical Surveys_ (UN, 2014).

  List: 

NA

  Collection process: 

An Inter-Agency Group on Violence against Women Data and its Technical Advisory Group is currently being established (jointly by WHO, UN Women, UNICEF, UNSD and UNFPA) to establish a mechanism for compiling harmonized country level data on this indicator."	https://unstats.un.org/sdgs/metadata/
49	78	1	Contact point in international agency	"Organization(s): 

United Nations Entity for Gender Equality and the Empowerment of Women (UN Women)

United Nations Children''s Fund (UNICEF)

United Nations Statistics Division (UNSD)

World Health Organization (WHO)

United Nations Population Fund (UNFPA)"	Agency
49	78	2	International agreed definition	"Definition: 

This indicator measures the percentage of women and girls aged 15 years and older who have experienced sexual violence by persons other than an intimate partner, in the previous 12 months. 

Definition of sexual violence against women and girls is presented in the next section (Concepts).

  Rationale: 

Violence against women and girls is one of the most pervasive forms of human rights violations in the world. Evidence has shown that globally, an estimated 7% of women have been sexually assaulted by someone other than a partner at some point in their lives (WHO et al., 2013). Having data on this indicator will help understand the extent and nature of this form of violence and develop appropriate policies and programmes.

  Concepts: 

According to the UN Declaration on the Elimination of Violence against Women (1993), Violence against Women is “Any act of gender-based violence that results in, or is likely to result in, physical, sexual or psychological harm or suffering to women, including threats of such acts, coercion or arbitrary deprivation of liberty, whether occurring in public or in private life. Violence against women shall be understood to encompass, but not be limited to, the following: \[…\], Physical, sexual and psychological violence occurring within the general community, including rape, sexual abuse, sexual harassment and intimidation at work, in educational institutions and elsewhere, trafficking in women and forced prostitution \[…\]”. See here for full definition: http://www.un.org/documents/ga/res/48/a48r104.htm

Sexual violence is defined as any sort of harmful or unwanted sexual behaviour that is imposed on someone. It includes acts of abusive sexual contact, forced engagement in sexual acts, attempted or completed sexual acts without consent, incest, sexual harassment, etc. However, in most surveys that collect data on sexual violence against women and girls by non-partners the information collected is limited to forcing someone into sexual intercourse when she does not want to, as well as attempting to force someone to perform a sexual act against her will or attempting to force her into sexual intercourse. 

For a more detailed definition of sexual violence against women see _Guidelines for Producing Statistics on Violence against Women- Statistical Surveys_ (UN, 2014).

For a more detailed definition of sexual violence against women see _Guidelines for Producing Statistics on Violence against Women- Statistical Surveys_ (UN, 2014).

For a more detailed definition of sexual violence against women see _Guidelines for Producing Statistics on Violence against Women- Statistical Surveys_ (UN, 2014).

  Comments and limitations: 

Comparability:

The availability of comparable data remains a challenge in this area as many data collection efforts have relied on different survey methodologies and used different definitions of sexual violence and different survey question formulation. Diverse age groups are also often utilized. Willingness to discuss experiences of violence and understanding of relevant concepts may also differ according to the cultural context and this can affect reported prevalence levels.

Efforts and investment will be required to develop an internationally-agreed standard and definition of sexual violence by non-partners that will enable comparison across countries.

Regularity of data production:

Since 1995, only some 40 countries have conducted more than one survey on violence against women and girls. Obtaining data on violence against women and girls is a costly and time-consuming exercise, no matter if they are obtained through stand-alone dedicated surveys or through modules inserted in other surveys. Not all VAW surveys, however, collect information on non-intimate partner violence. Monitoring this indicator with certain periodicity may be a challenge if sustained capacities are not built and financial resources are not available."	Agency
49	78	3	Method of computation	"Computation Method: 

This indicator calls for disaggregation by age group and place of occurrence. No standard definitions and methods have been globally agreed yet to collect data on the place where the violence occurs, therefore this is not presented at this point in the computation method below. 

Number of women and girls aged 15 years and above who experience sexual violence by persons other than an intimate partner in the previous 12 months divided by the number of women and girls aged 15 years and above in the population multiplied by 100."	Agency
49	78	4	Importance of the indicator in addressing gender issues and its limitation	Violence against women is a serious problem that affects women globally. It is a violation of women’s human rights and has negative consequences for their physical emotional and social wellbeing and ability to participate in civil society. On a broader scale violence against women interferes with the social economic and political development of societies.The experience of violence can affect women in a myriad of ways. Injuries and health problems are common as a result of physical and sexual violence but the psychological and emotional wounds they may also inflict are sometimes deeper and longer lasting. Violence can lead to a reduced ability of a woman to work care for her family and contribute to society. Witnessing violence in childhood can also result in a range of behavioural and emotional problems.Violence against women also incurs significant economic costs both direct and indirect. Direct costs include those associated with the police hospital and other health services legal costs and costs associated with housing social and support services. Indirect costs include those related to reduced employment and productivity and the diminished value of a life lived with violence.	Agency
49	78	5	Sources of discrepancies between global and national figures	"Sources of discrepancies: 

Only figures published by countries are used."	Agency
49	78	7	Treatment of missing values	"Treatment of missing values: At country level: 

When data for a country are entirely missing, no country-level estimate is published. "	Agency
49	78	8	Data availability and assessment of countries’ capacity	"Description: 

About 100 countries have conducted violence against women national prevalence surveys or have included a module on violence against women in a national household survey on other topic, although not all include data on non-partner sexual violence. Moreover, not all these data are comparable and in many cases they are not collected on a regular basis.

Comparable data are available for a sub-sample of women and girls aged 15-49 for 37 low- and middle-income countries.

__Time series:__

Time series are available for some countries. Global time series with comparable data not yet available. "	Agency
49	78	9	Expected time of release	"Data collection: 

NA

  Data release: 

NA"	Agency
49	78	6	Process of obtaining data	"Description: 

The main sources of intimate partner violence prevalence data are (1) specialized national surveys dedicated to measuring violence against women and (2) international household surveys that include a module on experiences of violence by women, such as the DHS.

Although administrative data from health, police, courts, justice and social services, among other services used by survivors of violence, can provide information on violence against women and girls, these do not produce prevalence data, but rather incidence data or number of cases received in/reported to these services. We know that many abused women do not report violence and those who do, tend to be only the most serious cases. Therefore, administrative data should not be used as a data source for this indicator. 

For more information on recommended practices in production of violence against women statistics see: _UN Guidelines for Producing Statistics on Violence against Women- Statistical Surveys_ (UN, 2014).

For more information on recommended practices in production of violence against women statistics see: _UN Guidelines for Producing Statistics on Violence against Women- Statistical Surveys_ (UN, 2014).

For more information on recommended practices in production of violence against women statistics see: _UN Guidelines for Producing Statistics on Violence against Women- Statistical Surveys_ (UN, 2014).

  List: 

NA

  Collection process: 

An Inter-Agency Group on Violence against Women Data and its Technical Advisory Group is currently being established (jointly by WHO, UN Women, UNICEF, UNSD and UNFPA) to establish a mechanism for compiling harmonized country level data on this indicator."	Agency
50	39	1	Contact point in international agency	"Organization(s): 

United Nations Children''s Fund (UNICEF)"	https://unstats.un.org/sdgs/metadata/
50	39	2	International agreed definition	"Definition: 

Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting is currently being measured by the proportion of girls aged 15-19 years who have undergone female genital mutilation/cutting

  Rationale: 

FGM/C is a violation of girls’ and women’s human rights. There is a large body of literature documenting the adverse health consequences of FGM/C over both the short and long term. The practice of FGM/C is a direct manifestation of gender inequality 

FGM/C is condemned by a number of international treaties and conventions. Since FGM/C is regarded as a traditional practice prejudicial to the health of children and is, in most cases, performed on minors, it violates the Convention on the Rights of the Child. Existing national legislation in many countries also include explicit bans against FGM/C.

  Concepts: 

Female genital mutilation/cutting (FGM/C) refers to “all procedures involving partial or total removal of the female external genitalia or other injury to the female genital organs for non-medical reasons"" (World Health Organization, Eliminating Female Genital Mutilation: An interagency statement, WHO, UNFPA, UNICEF, UNIFEM, OHCHR, UNHCR, UNECA, UNESCO, UNDP, UNAIDS, WHO, Geneva, 2008, p.4)

  Comments and limitations: 

There are existing tools and mechanisms for data collection that countries have implemented to monitor the situation with regards to this indicator. The modules used to collect information on the circumcision status of girls aged 0-14 and women aged 15-49 in the DHS and MICS have been fully harmonized."	https://unstats.un.org/sdgs/metadata/
50	39	3	Method of computation	"Computation Method: 

Number of girls and women aged 15-49 who have undergone FGM/C divided by the total number of girls and women aged 15-49 in the population multiplied by 100"	https://unstats.un.org/sdgs/metadata/
50	39	4	Importance of the indicator in addressing gender issues and its limitation	This indicator is very important in addressing gender issues since it represents a violation of girls' and women's human rights and has important implications for their health and well-being. The indicator only covers girls and women of reproductive age. Also, statistics are based on self-reports which should be treated with caution for several reasons. Women may be unwilling to disclose having undergone FGM/C either because of sensitivity of the topic or the illegal status of the practice in the country. In addition, girls and women may be unaware that they have been cut or the extent of the cutting, especially if FGM/C was performed at an early age.	Agency
50	39	5	Sources of discrepancies between global and national figures		https://unstats.un.org/sdgs/metadata/
50	39	6	Process of obtaining data	"Description: 

Household surveys such as UNICEF-supported MICS and DHS have been collecting data on this indicator in low- and middle-income countries since the late 1980s. In some countries, such data are also collected through other national household surveys.

  Collection process: 

UNICEF undertakes an annual process to update its global databases, called Country Reporting on Indicators for the Goals (CRING). This exercise is done in close collaboration with UNICEF country offices with the purpose of ensuring that UNICEF global databases contain updated and internationally comparable data. UNICEF Country Offices are invited to submit, through an online system, any updated data for a number of key indicators on the well-being of women and children. Updates sent by the country offices are then reviewed by sector specialists at UNICEF headquarters to check for consistency and overall data quality of the submitted estimates. This review is based on a set of objective criteria to ensure that only the most recent and reliable information is included in the databases. Once reviewed, feedback is made available on whether or not specific data points are accepted, and if not, the reasons why. New data points that are accepted are then entered into UNICEF’s global databases and published in the State of the World’s Children statistical tables, as well as in all other data-driven publications/material. The updated databases are also posted online at data.unicef.org.

UNICEF also searches throughout the year for additional sources of data that are vetted by the UNICEF country office before they are included in the global databases."	https://unstats.un.org/sdgs/metadata/
50	39	7	Treatment of missing values	"Treatment of missing values: At country level: 

When data for a country are entirely missing, UNICEF does not publish any country-level estimate"	https://unstats.un.org/sdgs/metadata/
50	39	8	Data availability and assessment of countries’ capacity	Nationally representative prevalence data are currently available for 30 low- and middle-income countries	https://unstats.un.org/sdgs/metadata/
50	39	9	Expected time of release	NA 	https://unstats.un.org/sdgs/metadata/
51	40	1	Contact point in international agency	Claudia Cappa Data and Analytics Division of Policy and Strategy United Nations Children’s Fund Telephone: +1 212-326-7753 Fax: +1 212-735-4411 Postal Address: Three United Nations Plaza New York, NY 10017 E-mail: ccappa@unicef.org Website: http://www.childinfo.org	Agency
51	40	2	International agreed definition	Percentage of women 20-24 years old who were first married or in union before they were 18 years old	Agency
51	40	3	Method of computation	Number of women 20-24 years old who were first married or in union before they were 18 years old divided by the number of women 20-24 years old	Agency
51	40	4	Importance of the indicator in addressing gender issues and its limitation	This indicator is very important in addressing gender issues since it represents a violation of girls' and women's human rights and has important implications for women's education and other aspects of their well-being including reproductive health and exposure to sexually transmitted diseases and domestic violence.	Agency
51	40	5	Sources of discrepancies between global and national figures	None	Agency
51	40	6	Process of obtaining data	Annual review of new data from national-level household surveys and other relevant surveys (for example, censuses), in consultation with UNICEF's network of country and regional offices	Agency
51	40	7	Treatment of missing values	When data for a country are entirely missing, UNICEF does not publish any country-level estimate.	Agency
51	40	8	Data availability and assessment of countries’ capacity	As of January 2013, the UNICEF database for this indicator includes data from 110 countries.	Agency
51	40	9	Expected time of release	Child marriage data are disseminated once a year: country data and regional averages are released in UNICEF's flagship report, State of the World's Children, typically launched in the spring with statistical tables also made available on www.childinfo.org.	Agency
51	89	1	Contact point in international agency	Claudia Cappa Data and Analytics Division of Policy and Strategy United Nations Children’s Fund Telephone: +1 212-326-7753 Fax: +1 212-735-4411 Postal Address: Three United Nations Plaza New York, NY 10017 E-mail: ccappa@unicef.org Website: http://www.childinfo.org	Agency
51	89	2	International agreed definition	Percentage of women 20-24 years old who were first married or in union before they were 18 years old	Agency
51	89	3	Method of computation	Number of women 20-24 years old who were first married or in union before they were 18 years old divided by the number of women 20-24 years old	Agency
51	89	4	Importance of the indicator in addressing gender issues and its limitation	This indicator is very important in addressing gender issues since it represents a violation of girls' and women's human rights and has important implications for women's education and other aspects of their well-being including reproductive health and exposure to sexually transmitted diseases and domestic violence.	Agency
51	89	5	Sources of discrepancies between global and national figures	None	Agency
51	89	7	Treatment of missing values	When data for a country are entirely missing, UNICEF does not publish any country-level estimate.	Agency
51	89	8	Data availability and assessment of countries’ capacity	As of January 2013, the UNICEF database for this indicator includes data from 110 countries.	Agency
51	89	9	Expected time of release	Child marriage data are disseminated once a year: country data and regional averages are released in UNICEF's flagship report, State of the World's Children, typically launched in the spring with statistical tables also made available on www.childinfo.org.	Agency
51	89	6	Process of obtaining data	Annual review of new data from national-level household surveys and other relevant surveys (for example, censuses), in consultation with UNICEF's network of country and regional offices	Agency
52	41	1	Contact point in international agency	"Organization(s): 

Population Division, Department of Economic and Social Affairs (DESA)

United Nations Population Fund (UNFPA )"	https://unstats.un.org/sdgs/metadata/
52	41	2	International agreed definition	"Definition: 

Annual number of births to females aged 10-14 or 15-19 years per 1,000 females in the respective age group.

  Rationale: 

Reducing adolescent fertility and addressing the multiple factors underlying it are essential for improving sexual and reproductive health and the social and economic well-being of adolescents. There is substantial agreement in the literature that women who become pregnant and give birth very early in their reproductive lives are subject to higher risks of complications or even death during pregnancy and birth and their children are also more vulnerable. Therefore, preventing births very early in a woman’s life is an important measure to improve maternal health and reduce infant mortality. Furthermore, women having children at an early age experience a curtailment of their opportunities for socio-economic improvement, particularly because young mothers are unlikely to keep on studying and, if they need to work, may find it especially difficult to combine family and work responsibilities. The adolescent birth rate also provides indirect evidence on access to pertinent health services since young people, and in particular unmarried adolescent women, often experience difficulties in access to sexual and reproductive health services.

  Concepts: 

The adolescent birth rate represents the risk of childbearing among females in the particular age group. The adolescent birth rate among women aged 15-19 years is also referred to as the age-specific fertility rate for women aged 15-19.

  Comments and limitations: 

Discrepancies between the sources of data at the country level are common and the level of the adolescent birth rate depends in part on the source of the data selected. 

For civil registration, rates are subject to limitations which depend on the completeness of birth registration, the treatment of infants born alive but die before registration or within the first 24 hours of life, the quality of the reported information relating to age of the mother, and the inclusion of births from previous periods. The population estimates may suffer from limitations connected to age misreporting and coverage.

For survey and census data, both the numerator and denominator come from the same population. The main limitations concern age misreporting, birth omissions, misreporting the date of birth of the child, and sampling variability in the case of surveys.

With respect to estimates of the adolescent birth rate among females aged 10-14 years, comparative evidence suggests that a very small proportion of births in this age group occur to females below age 12. Other evidence based on retrospective birth history data from surveys indicates that women aged 15-19 years are less likely to first births before age 15 than women from the same birth cohort when asked five years later at ages 20–24 years. 

The adolescent birth rate is commonly reported as the age-specific fertility rate for ages 15-19 years in the context of calculation of total fertility estimates. It has also been called adolescent fertility rate. A related measure is the proportion of adolescent fertility measured as the percentage of total fertility contributed by women aged 15-19."	https://unstats.un.org/sdgs/metadata/
52	41	3	Method of computation	"Computation Method: 

The adolescent birth rate is computed as a ratio. The numerator is the number of live births to women aged 15-19 years, and the denominator an estimate of exposure to childbearing by women aged 15-19 years. The computation is the same for the age group 10-14 years. The numerator and the denominator are calculated differently for civil registration, survey and census data.

In the case of civil registration data, the numerator is the registered number of live births born to women aged 15-19 years during a given year, and the denominator is the estimated or enumerated population of women aged 15-19 years.

In the case of survey data, the numerator is the number of live births obtained from retrospective birth histories of the interviewed women who were 15-19 years of age at the time of the births during a reference period before the interview, and the denominator is person-years lived between the ages of 15 and 19 years by the interviewed women during the same reference period. The reported observation year corresponds to the middle of the reference period. For some surveys without data on retrospective birth histories, computation of the adolescent birth rate is based on the date of last birth or the number of births in the 12 months preceding the survey.

With census data, the adolescent birth rate is computed on the basis of the date of last birth or the number of births in the 12 months preceding the enumeration. The census provides both the numerator and the denominator for the rates. In some cases, the rates based on censuses are adjusted for under-registration based on indirect methods of estimation. For some countries with no other reliable data, the own-children method of indirect estimation provides estimates of the adolescent birth rate for a number of years before the census.

If data are available, adolescent fertility at ages 10-14 years can also be computed. 

For a thorough treatment of the different methods of computation, see Handbook on the Collection of Fertility and Mortality Data, United Nations Publication, Sales No. E.03.XVII.11, (http://unstats.un.org/unsd/publication/SeriesF/SeriesF\_92E.pdf). Indirect methods of estimation are analyzed in Manual X: Indirect Techniques for Demographic Estimation, United Nations Publication, Sales No. E.83.XIII.2. (http://www.un.org/esa/population/publications/Manual\_X/Manual\_X.htm)."	https://unstats.un.org/sdgs/metadata/
52	41	4	Importance of the indicator in addressing gender issues and its limitation	Women who become mothers very early frequently miss out on education and socio-economic opportunities. Thus, high adolescent birth rates may contribute to a large gender gap in education. High adolescent birth rates also indicate a prevalence of early marriages among women, and are often a sign of a social structure in which women are expected to affirm their adulthood by assuming their social role as mothers as early as possible. As such, declining adolescent birth rates can indicate increasing gender equality and women’s empowerment. A high adolescent birth rate can also contribute to high maternal mortality.	Agency
52	41	5	Sources of discrepancies between global and national figures	"Sources of discrepancies: 

Estimates based on civil registration are only provided when the country reports at least 90 per cent coverage and when there is reasonable agreement between civil registration estimates and survey estimates. Small discrepancies might arise due to different denominators or the inclusion of births to women under 15 years of age. Survey estimates are only provided when there is no reliable civil registration. There might be discrepancies on the dating and the actual figure if a different reference period is being used. In particular, many surveys report rates both for a three-year and a five-year reference period. For countries where data are scarce, reference periods located more than five years before the survey might be used."	https://unstats.un.org/sdgs/metadata/
52	41	6	Process of obtaining data	"Description: 

Civil registration is the preferred data source. Census and household survey are alternate sources when there is no reliable civil registration.

Data on births by age of mother are obtained from civil registration systems covering 90 per cent or more of all live births, supplemented eventually by census or survey estimates for periods when registration data are not available. For the numerator, the figures reported by National Statistical Offices to the United Nations Statistics Division have first priority. When they are not available or present problems, use is made of data from the regional statistical units or directly from National Statistical Offices. For the denominator, first priority is given to the latest revision of World Population Prospects produced by the Population Division, Department of Economic and Social Affairs, United Nations. In cases where the numerator does not cover the complete de facto population, an alternative appropriate population estimate is used if available. When either the numerator or denominator is missing, the direct estimate of the rate produced by the National Statistics Office is used. Information on sources is provided at the cell level. When the numerator and denominator come from two different sources, they are listed in that order.

In countries lacking a civil registration system or where the coverage of that system is lower than 90 per cent of all live births, the adolescent birth rate is obtained from household survey data and census data. Registration data regarded as less than 90 per cent complete are exceptionally used for countries where the alternative sources present problems of compatibility and registration data can provide an assessment of trends. In countries with multiple survey programmes, large sample surveys conducted on an annual or biennial basis are given precedence when they exist.

For information on the source of each estimate, see United Nations, Department of Economic and Social Affairs, Population Division (2015). World Fertility Data 2015 (POP/DB/Fert/Rev2015). http://www.un.org/en/development/desa/population/publications/dataset/fertility/wfd2015.shtml

  Collection process: 

For civil registration data, data on births or the adolescent birth rate are obtained from country-reported data from the United Nations Statistics Division or regional Statistics Divisions or statistical units (ESCWA, ESCAP, CARICOM, SPC). The population figures are obtained from the last revision of the United Nations Population Division World Population Prospects and only exceptionally from other sources.

Survey data are obtained from national household surveys that are internationally coordinated—such as the Demographic and Health Surveys (DHS), the Reproductive Health Surveys (RHS), and the Multiple Indicator Cluster Surveys (MICS)—and other nationally-sponsored surveys. Other national surveys conducted as part of the European Fertility and Family Surveys (FFS) or the Pan-Arab Project for Family Health (PAPFAM) may be considered as well. The data are taken from published survey reports or, in exceptional cases, other published analytical reports. Whenever the estimates are available in the survey report, they are directly taken from it. If clarification is needed, contact is made with the survey sponsors or authoring organization, which occasionally may supply corrected or adjusted estimates in response. In other cases, if microdata are available, estimates are produced by the Population Division based on national data.

For census data, the estimates are preferably directly obtained from census reports. In such cases, adjusted rates are only used when reported by the National Statistical Office. In other cases, the adolescent birth rate is computed from tables on births in the preceding 12 months by age of mother, and census population distribution by sex and age. 

In addition to obtaining data and estimates directly from the websites of National Statistical Offices, the following databases and websites are utilized: the Demographic and Health Surveys (DHS) (http://api.dhsprogram.com/\#/index.html), Demographic Yearbook database of the Statistics Division of the Department of Economic and Social Affairs of the United Nations Secretariat (http://data.un.org), internal databases of the Population Division of the Department of Economic and Social Affairs of the United Nations Secretariat (see latest public release here: http://www.un.org/en/development/desa/population/publications/dataset/fertility/wfd2015.shtml), Eurostat (http://ec.europa.eu/eurostat/data/database), the Human Fertility Database (http://www.humanfertility.org), the Human Fertility Collection (http://www.fertilitydata.org), and the Multiple Indicator Cluster Surveys (MICS) (http://mics.unicef.org/). Survey databases (e.g., the Integrated Household Survey Network (IHSN) database) are also consulted in addition to searches for data on websites of National Statistical Offices and ad hoc queries."	https://unstats.un.org/sdgs/metadata/
52	41	7	Treatment of missing values	"Treatment of missing values: At country level: 

There is no attempt to provide estimates for individual countries or areas when country or area data are not available."	https://unstats.un.org/sdgs/metadata/
52	41	8	Data availability and assessment of countries’ capacity	"Data for the adolescent birth rate for women aged 15-19 years are available for 219 countries or areas for the 2000-2014 time period. For 216 countries or areas, there are at least two available data points. 

The regional breakdown of data availability is as follows:

Between 2000 and 2014

World and SDG regions At least one data point (first number) Two or more data points (second number)

WORLD 219 216

Developing Regions 167 164

Northern Africa 5 5

Sub-Saharan Africa 51 51

Latin America and the Caribbean 44 43

Eastern Asia 6 5

Southern Asia 9 9

South-eastern Asia 11 11

Western Asia 13 13

Oceania 20 19

Caucasus and Central Asia 8 8

Developed regions 52 52

Least developed countries (LDCs) 48 48

Landlocked developing countries (LLDCs) 32 32

Small island developing States (SIDS) 50 49"""	https://unstats.un.org/sdgs/metadata/
52	41	9	Expected time of release	"Data collection: 

Data are compiled and updated annually in the first quarter of the year. 

  Data release: 

Updated data on the adolescent birth rate are released by the Population Division in the second quarter of each year. The next release is expected in the second quarter of 2017. "	https://unstats.un.org/sdgs/metadata/
54	57	1	Contact point in international agency	Data Production and Analysis Unit, Department of Statistics International Labour Organization (ILO) Telephone: +41 22 799 8631 Email: ilostat@ilo.org Website: www.ilo.org/ilostat	Agency
54	57	2	International agreed definition	ILO convention 100 on equal remuneration was adopted in 1951 by the General Conference of the International Labour Organisation. The convention is on the principle of equal remuneration for men and women workers for work of equal value. The term remuneration includes the ordinary, basic or minimum wage or salary and any additional emolements whatsoever payable directly or indirectly, whether in cash or in kind, by the employer to the worker and arising out of the worker's employment.  The convention is available at http://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_ILO_CODE:C100	Agency
54	57	3	Method of computation	The information was compiled by ILO, available under NORMLEX - Information System on International Labour Standards	Agency
54	57	4	Importance of the indicator in addressing gender issues and its limitation	For every dollar earned by men, women earn between 70 and 90 cents. Differences in pay for men and women may result from a multitude of factors. They include individual characteristics of workers, such as their level and field of education and work experience, as well as factors connected to the job they perform, such as occupation, type of contract, economic sector and size of the establishment in which they work. Gender inequalities in all these areas are associated with traditions and stereotypes (influencing the choice of education, professions and career paths of women and men) and the difficulties in balancing work and family life that often lead to part-time work and career breaks, mainly for women. The wage gap may reflect not only differences in occupation and sectoral segregation and number of hours worked, but also gender discrimination in payment for the same job.(World's Women 2015: Trends and Statistics)	Agency
54	57	5	Sources of discrepancies between global and national figures	Not applicable - national information only	Agency
54	57	6	Process of obtaining data	The information was compiled by ILO, available under NORMLEX - Information System on International Labour Standards, https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12001:0::NO:::	Agency
54	57	7	Treatment of missing values	Not applicable	Agency
54	57	8	Data availability and assessment of countries’ capacity	173 ratifications	Agency
54	57	9	Expected time of release	NORMLEX is constantly being updated. Data available here is updated once a year.	Agency
54	57	10	Data source	ILO	Agency
54	58	1	Contact point in international agency	Data Production and Analysis Unit, Department of Statistics International Labour Organization (ILO) Telephone: +41 22 799 8631 Email: ilostat@ilo.org Website: www.ilo.org/ilostat	Agency
54	58	2	International agreed definition	ILO convention 111 on equal remuneration was adopted in 1958 by the General Conference of the International Labour Organisation. The convention is with regard to discrimination in the field of employment and occupation. The term discrimination includes any distinction, exclusion or preference made on the basis of a number of charactereristics including sex.  The convention is available at https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_ILO_CODE:C111	Agency
54	58	3	Method of computation	The information was compiled by ILO, available under NORMLEX - Information System on International Labour Standards	Agency
54	58	4	Importance of the indicator in addressing gender issues and its limitation	Women are less likely to be employed than men. Women's work is concentrated in sectors and occupations that tend to have low pay, is subject to long hours and carries no social protection. Women are less likely to hold managerial positions, and earn less than men everywhere (World's Women 2015: Trends and Statistics) The convention provides information on whether a country has the enabling environment to promote nondiscrimination in employment and occupation.	Agency
54	58	5	Sources of discrepancies between global and national figures	Not applicable - national information only	Agency
54	58	6	Process of obtaining data	The information was compiled by ILO, available under NORMLEX - Information System on International Labour Standards, https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12001:0::NO:::	Agency
54	58	7	Treatment of missing values	Not applicable	Agency
54	58	8	Data availability and assessment of countries’ capacity	175 ratifications	Agency
54	58	9	Expected time of release	NORMLEX is constantly being updated. Data available here is updated once a year.	Agency
54	58	10	Data source	ILO	Agency
55	59	1	Contact point in international agency	Data Production and Analysis Unit, Department of Statistics International Labour Organization (ILO) Telephone: +41 22 799 8631 Email: ilostat@ilo.org Website: www.ilo.org/ilostat	Agency
55	59	2	International agreed definition	ILO convention 156 on workers with family responsibility aims to promote equality of opportunity and treatment in the labour market for women and men with family responsibilities. The convention is to create effective equality of opportunity and treatment as between men and women workers with family responsibilities and between such workers and other workers.  The convention applies to women and men workers with responsibilities with their dependent children, or with other members of their immedidate family who clearly need their care or support. The convention is available at http://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_ILO_CODE:C156	Agency
55	59	3	Method of computation	The information was compiled by ILO, available under NORMLEX - Information System on International Labour Standards	Agency
55	59	4	Importance of the indicator in addressing gender issues and its limitation	Women are the primary caretakers of the family (United Nations World's Women 2015: Trends and Statistics). Caring for children and other dependent household members, preparing meals, cleaning and repairing are tasks disproportionately carried out by women. In many countries, more than half of women’s total work time is spent on unpaid domestic work.  Women tend to temporarily withdraw from the labour force and to seek shorter hours or other flexible working arrangements during childbearing and the first years of life of their children. The convention provides information on whether a country has the enabling environment to promote nondiscrimination in the labour market for those with family responsibilities.	Agency
55	59	5	Sources of discrepancies between global and national figures	Not applicable - national information only	Agency
55	59	6	Process of obtaining data	The information was compiled by ILO, available under NORMLEX - Information System on International Labour Standards, https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12001:0::NO:::	Agency
55	59	7	Treatment of missing values	Not applicable	Agency
55	59	8	Data availability and assessment of countries’ capacity	45 ratifications	Agency
55	59	9	Expected time of release	NORMLEX is constantly being updated. Data available here is updated once a year.	Agency
55	59	10	Data source	ILO	Agency
