INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE,TIME_DETAIL,NATURE,COMMENT_OBS,isLatestValue
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,524,Nepal,NPL,83.94678863,28.25866332,Central and Southern Asia,G,Global,2021,PT,Percent,2001,10.9,2001,C,Definition includes other cadres that is not in alignment with the standard definition,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,524,Nepal,NPL,83.94678863,28.25866332,Central and Southern Asia,G,Global,2021,PT,Percent,2006,18.7,2006,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,524,Nepal,NPL,83.94678863,28.25866332,Central and Southern Asia,G,Global,2021,PT,Percent,2011,36.0,2011,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,524,Nepal,NPL,83.94678863,28.25866332,Central and Southern Asia,G,Global,2021,PT,Percent,2014,55.6,2014,C,Definition includes other cadres that is not in alignment with the standard definition,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,524,Nepal,NPL,83.94678863,28.25866332,Central and Southern Asia,G,Global,2021,PT,Percent,2016,58.0,2016,C,Definition includes other cadres that is not in alignment with the standard definition,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,524,Nepal,NPL,83.94678863,28.25866332,Central and Southern Asia,G,Global,2021,PT,Percent,2019,77.2,2018-2019,C,Definition includes other cadres that is not in alignment with the standard definition,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,53,Australia and New Zealand,,,,Australia and New Zealand,G,Global,2021,PT,Percent,2003,99.1,2000-2006,E,,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,53,Australia and New Zealand,,,,Australia and New Zealand,G,Global,2021,PT,Percent,2010,98.7,2007-2013,E,,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,53,Australia and New Zealand,,,,Australia and New Zealand,G,Global,2021,PT,Percent,2017,98.3,2014-2020,E,,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,548,Vanuatu,VUT,167.0679779,-15.34445547,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2000,88.0,2000,C,Definition includes other cadres that is not in alignment with the standard definition,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,548,Vanuatu,VUT,167.0679779,-15.34445547,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2003,84.0,2003,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,548,Vanuatu,VUT,167.0679779,-15.34445547,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2005,92.0,2005,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,548,Vanuatu,VUT,167.0679779,-15.34445547,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2006,92.9,2006,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,548,Vanuatu,VUT,167.0679779,-15.34445547,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2007,74.0,2007,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,548,Vanuatu,VUT,167.0679779,-15.34445547,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2013,89.4,2013,C,Definition includes other cadres that is not in alignment with the standard definition,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2000,97.3,2000,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2001,96.6,2001,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2002,99.2,2002,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2003,98.2,2003,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2004,94.0,2004,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2005,96.6,2005,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2006,96.8,2006,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2007,96.7,2007,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2008,96.7,2008,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2009,96.7,2009,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2010,96.8,2010,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2011,96.7,2011,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2012,96.8,2012,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2013,96.7,2013,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2014,96.7,2014,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2015,96.3,2015,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2016,96.5,2016,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2017,96.6,2017,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2018,96.4,2018,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2021,PT,Percent,2001,66.9,2001,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,73.7,2006-2007,C,Definition includes other cadres that is not in alignment with the standard definition,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,74.0,2010,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,74.0,2011,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,88.0,2011-2012,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,93.8,2013,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,95.0,2014,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,95.0,2015,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,95.0,2016,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,96.0,2017,C,No / unclear definition of the cadres included,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,562,Niger,NER,9.400167877,17.42143036,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,15.7,2000,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,562,Niger,NER,9.400167877,17.42143036,Sub-Saharan Africa,G,Global,2021,PT,Percent,2006,17.7,2006,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,562,Niger,NER,9.400167877,17.42143036,Sub-Saharan Africa,G,Global,2021,PT,Percent,2012,29.3,2012,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,562,Niger,NER,9.400167877,17.42143036,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,39.7,2015,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,562,Niger,NER,9.400167877,17.42143036,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,39.1,2016,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,566,Nigeria,NGA,8.097363256,9.585789025,Sub-Saharan Africa,G,Global,2021,PT,Percent,2003,35.2,2003,C,Definition includes other cadres that is not in alignment with the standard definition,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,566,Nigeria,NGA,8.097363256,9.585789025,Sub-Saharan Africa,G,Global,2021,PT,Percent,2008,34.4,2008,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,566,Nigeria,NGA,8.097363256,9.585789025,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,47.3,2011,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,566,Nigeria,NGA,8.097363256,9.585789025,Sub-Saharan Africa,G,Global,2021,PT,Percent,2013,35.2,2013,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,566,Nigeria,NGA,8.097363256,9.585789025,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,43.0,2016-2017,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,566,Nigeria,NGA,8.097363256,9.585789025,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,43.3,2018,C,Definition includes other cadres that is not in alignment with the standard definition,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,570,Niue,NIU,-169.8601693,-19.05000475,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2000,100.0,2000,C,Definition includes other cadres that is not in alignment with the standard definition,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,570,Niue,NIU,-169.8601693,-19.05000475,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2001,100.0,2001,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,570,Niue,NIU,-169.8601693,-19.05000475,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2002,100.0,2002,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,570,Niue,NIU,-169.8601693,-19.05000475,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2005,100.0,2005,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,570,Niue,NIU,-169.8601693,-19.05000475,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2006,100.0,2006,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,570,Niue,NIU,-169.8601693,-19.05000475,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2007,100.0,2007,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,570,Niue,NIU,-169.8601693,-19.05000475,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2010,100.0,2010,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,570,Niue,NIU,-169.8601693,-19.05000475,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2011,100.0,2011,C,No / unclear definition of the cadres included,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2000,99.0,2000,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2001,99.1,2001,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2002,99.1,2002,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2003,99.0,2003,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2004,99.1,2004,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2005,99.2,2005,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2006,99.2,2006,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2007,99.1,2007,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2008,99.2,2008,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2009,99.2,2009,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2010,99.1,2010,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2011,99.2,2011,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2012,99.2,2012,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2013,99.1,2013,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2014,99.1,2014,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2015,99.1,2015,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2016,99.1,2016,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2017,99.2,2017,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2018,99.2,2018,C,Institutional Birth (IB): includes all deliveries that occurred at a health facility,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,583,Micronesia (Federated States of),FSM,158.225216,6.880670092,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2000,82.8,2000,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,583,Micronesia (Federated States of),FSM,158.225216,6.880670092,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2001,85.7,2001,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,583,Micronesia (Federated States of),FSM,158.225216,6.880670092,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2002,81.6,2002,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,583,Micronesia (Federated States of),FSM,158.225216,6.880670092,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2003,84.6,2003,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,583,Micronesia (Federated States of),FSM,158.225216,6.880670092,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2005,82.7,2005,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,583,Micronesia (Federated States of),FSM,158.225216,6.880670092,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2006,85.3,2006,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,583,Micronesia (Federated States of),FSM,158.225216,6.880670092,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2008,90.0,2008,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,583,Micronesia (Federated States of),FSM,158.225216,6.880670092,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2009,100.0,2009,C,No / unclear definition of the cadres included,True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,584,Marshall Islands,MHL,171.0839119,7.110213497,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2007,86.2,2007,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,584,Marshall Islands,MHL,171.0839119,7.110213497,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2009,86.5,2009,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,584,Marshall Islands,MHL,171.0839119,7.110213497,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2010,90.0,2010,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,584,Marshall Islands,MHL,171.0839119,7.110213497,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2011,90.1,2011,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,584,Marshall Islands,MHL,171.0839119,7.110213497,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2017,92.4,2017,C,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",True
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,585,Palau,PLW,134.5733878,7.502307591,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2000,100.0,2000,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,585,Palau,PLW,134.5733878,7.502307591,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2002,100.0,2002,C,No / unclear definition of the cadres included,False
III.5,I784515d6,Proportion of births attended by skilled health personnel,S784515d6,Proportion of births attended by skilled health personnel,585,Palau,PLW,134.5733878,7.502307591,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2006,100.0,2006,C,No / unclear definition of the cadres included,False
