INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F___X__PWD,OBS_VALUE__M___X__PWD,OBS_VALUE___T___X__PWD,OBS_VALUE__F___X__PD,OBS_VALUE__M___X__PD,OBS_VALUE___T___X__PD,OBS_VALUE__F___X___T,OBS_VALUE___T___X___T,OBS_VALUE__M___X___T,NATURE__F___X__PWD,NATURE__M___X__PWD,NATURE___T___X__PWD,NATURE__F___X__PD,NATURE__M___X__PD,NATURE___T___X__PD,NATURE__F___X___T,NATURE___T___X___T,NATURE__M___X___T,COMMENT_OBS__F___X__PWD,COMMENT_OBS__M___X__PWD,COMMENT_OBS___T___X__PWD,COMMENT_OBS__F___X__PD,COMMENT_OBS__M___X__PD,COMMENT_OBS___T___X__PD,COMMENT_OBS__F___X___T,COMMENT_OBS___T___X___T,COMMENT_OBS__M___X___T,isLatestValue__F___X__PWD,isLatestValue__M___X__PWD,isLatestValue___T___X__PWD,isLatestValue__F___X__PD,isLatestValue__M___X__PD,isLatestValue___T___X__PD,isLatestValue__F___X___T,isLatestValue___T___X___T,isLatestValue__M___X___T
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",51,Armenia,ARM,44.93839317,40.29499741,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,20.7,17.7,19.0,13.3,20.7,17.8,20.4,19.0,17.9,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",528,Netherlands,NLD,5.331480568,51.86728884,Europe and Northern America,G,Global,2021,PT,Percent,2012,7.0,5.0,6.0,26.0,23.0,25.0,10.0,8.0,7.0,C,C,C,C,C,C,C,C,C,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2017,4.6,4.4,4.5,13.1,9.7,11.3,4.8,4.6,4.5,C,C,C,C,C,C,C,C,C,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2018,4.5,4.0,4.3,10.0,11.2,10.6,4.6,4.4,4.2,C,C,C,C,C,C,C,C,C,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,G,Global,2021,PT,Percent,2019,4.1,3.5,3.8,8.5,8.7,8.6,4.2,3.9,3.6,C,C,C,C,C,C,C,C,C,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,Data reference period: Second quarter | Type of difficulties: Activity limitations | Level of difficulties: Have a lot of difficulties in performing at least one activity | Minimum duration of disability: No minimum duration,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,G,Global,2021,PT,Percent,2012,6.0,6.0,6.0,19.0,19.0,19.0,8.0,8.0,7.0,C,C,C,C,C,C,C,C,C,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,G,Global,2021,PT,Percent,2015,7.3,8.7,8.1,12.8,13.2,13.0,7.8,8.5,9.2,C,C,C,C,C,C,C,C,C,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,G,Global,2021,PT,Percent,2016,7.1,7.7,7.5,11.9,12.1,12.0,7.6,7.9,8.1,C,C,C,C,C,C,C,C,C,Age coverage - maximum age: 64 years old | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Age coverage - maximum age: 64 years old | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Age coverage - maximum age: 64 years old | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Age coverage - maximum age: 64 years old | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Age coverage - maximum age: 64 years old | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Age coverage - maximum age: 64 years old | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Age coverage - maximum age: 64 years old | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Age coverage - maximum age: 64 years old | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,Age coverage - maximum age: 64 years old | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",566,Nigeria,NGA,8.097363256,9.585789025,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,3.7,3.9,3.8,,1.9,1.0,3.7,3.8,3.8,C,C,C,,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Break in series: Methodology revised,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Break in series: Methodology revised,False,False,False,,True,True,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",566,Nigeria,NGA,8.097363256,9.585789025,Sub-Saharan Africa,G,Global,2021,PT,Percent,2013,3.4,4.0,3.7,,,,3.4,3.7,4.0,C,C,C,,,,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,True,True,True,,,,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2012,1.0,2.0,2.0,6.0,8.0,7.0,2.0,2.0,2.0,C,C,C,C,C,C,C,C,C,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2015,4.0,4.6,4.3,3.5,7.7,5.5,3.9,4.5,4.9,C,C,C,C,C,C,C,C,C,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2016,3.5,4.9,3.7,5.3,11.1,6.0,4.5,4.9,8.1,C,C,C,C,C,C,C,C,C,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,Age coverage - maximum age: 66 years old | Unemployment definition: Registered unemployed | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,3.5,3.1,3.2,1.4,2.6,2.1,3.4,3.2,3.1,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Unreliable | Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,3.4,3.2,3.3,2.3,2.9,2.6,3.4,3.3,3.2,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,4.0,3.5,3.7,3.2,5.2,4.4,4.0,3.7,3.6,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,4.0,3.5,3.7,2.0,4.0,3.2,3.9,3.7,3.5,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,3.9,3.2,3.5,2.8,2.3,2.5,3.9,3.5,3.2,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,G,Global,2021,PT,Percent,2019,3.8,3.0,3.4,2.6,4.3,3.5,3.7,3.4,3.1,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),Repository: ILO-STATISTICS - Micro data processing | Unemployment definition: Two criteria (not in employment and seeking or currently available),True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",S36180f12,"Unemployment rate, by sex and disability",620,Portugal,PRT,-7.961599811,39.68509315,Europe and Northern America,G,Global,2021,PT,Percent,2011,12.6,12.4,12.5,14.6,14.1,14.4,12.9,12.8,12.6,C,C,C,C,C,C,C,C,C,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,Age coverage - maximum age: 64 years old,False,False,False,False,False,False,False,False,False
