INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__CMFL,OBS_VALUE___T__COPA,OBS_VALUE___T__EPRS,OBS_VALUE___T__TRAF,OBS_VALUE___T__SOFT,OBS_VALUE___T__PCPR,OBS_VALUE___T__EMAIL,OBS_VALUE___T__INST,OBS_VALUE___T__ARSP,OBS_VALUE__F__PCPR,OBS_VALUE__F__COPA,OBS_VALUE__F__TRAF,OBS_VALUE__F__EPRS,OBS_VALUE__F__SOFT,OBS_VALUE__F__ARSP,OBS_VALUE__F__INST,OBS_VALUE__F__CMFL,OBS_VALUE__F__EMAIL,OBS_VALUE__M__PCPR,OBS_VALUE__M__SOFT,OBS_VALUE__M__EPRS,OBS_VALUE__M__COPA,OBS_VALUE__M__TRAF,OBS_VALUE__M__EMAIL,OBS_VALUE__M__INST,OBS_VALUE__M__CMFL,OBS_VALUE__M__ARSP,TIME_DETAIL___T__CMFL,TIME_DETAIL___T__COPA,TIME_DETAIL___T__EPRS,TIME_DETAIL___T__TRAF,TIME_DETAIL___T__SOFT,TIME_DETAIL___T__PCPR,TIME_DETAIL___T__EMAIL,TIME_DETAIL___T__INST,TIME_DETAIL___T__ARSP,TIME_DETAIL__F__PCPR,TIME_DETAIL__F__COPA,TIME_DETAIL__F__TRAF,TIME_DETAIL__F__EPRS,TIME_DETAIL__F__SOFT,TIME_DETAIL__F__ARSP,TIME_DETAIL__F__INST,TIME_DETAIL__F__CMFL,TIME_DETAIL__F__EMAIL,TIME_DETAIL__M__PCPR,TIME_DETAIL__M__SOFT,TIME_DETAIL__M__EPRS,TIME_DETAIL__M__COPA,TIME_DETAIL__M__TRAF,TIME_DETAIL__M__EMAIL,TIME_DETAIL__M__INST,TIME_DETAIL__M__CMFL,TIME_DETAIL__M__ARSP,NATURE___T__CMFL,NATURE___T__COPA,NATURE___T__EPRS,NATURE___T__TRAF,NATURE___T__SOFT,NATURE___T__PCPR,NATURE___T__EMAIL,NATURE___T__INST,NATURE___T__ARSP,NATURE__F__PCPR,NATURE__F__COPA,NATURE__F__TRAF,NATURE__F__EPRS,NATURE__F__SOFT,NATURE__F__ARSP,NATURE__F__INST,NATURE__F__CMFL,NATURE__F__EMAIL,NATURE__M__PCPR,NATURE__M__SOFT,NATURE__M__EPRS,NATURE__M__COPA,NATURE__M__TRAF,NATURE__M__EMAIL,NATURE__M__INST,NATURE__M__CMFL,NATURE__M__ARSP,COMMENT_OBS___T__CMFL,COMMENT_OBS___T__COPA,COMMENT_OBS___T__EPRS,COMMENT_OBS___T__TRAF,COMMENT_OBS___T__SOFT,COMMENT_OBS___T__PCPR,COMMENT_OBS___T__EMAIL,COMMENT_OBS___T__INST,COMMENT_OBS___T__ARSP,COMMENT_OBS__F__PCPR,COMMENT_OBS__F__COPA,COMMENT_OBS__F__TRAF,COMMENT_OBS__F__EPRS,COMMENT_OBS__F__SOFT,COMMENT_OBS__F__ARSP,COMMENT_OBS__F__INST,COMMENT_OBS__F__CMFL,COMMENT_OBS__F__EMAIL,COMMENT_OBS__M__PCPR,COMMENT_OBS__M__SOFT,COMMENT_OBS__M__EPRS,COMMENT_OBS__M__COPA,COMMENT_OBS__M__TRAF,COMMENT_OBS__M__EMAIL,COMMENT_OBS__M__INST,COMMENT_OBS__M__CMFL,COMMENT_OBS__M__ARSP,isLatestValue___T__CMFL,isLatestValue___T__COPA,isLatestValue___T__EPRS,isLatestValue___T__TRAF,isLatestValue___T__SOFT,isLatestValue___T__PCPR,isLatestValue___T__EMAIL,isLatestValue___T__INST,isLatestValue___T__ARSP,isLatestValue__F__PCPR,isLatestValue__F__COPA,isLatestValue__F__TRAF,isLatestValue__F__EPRS,isLatestValue__F__SOFT,isLatestValue__F__ARSP,isLatestValue__F__INST,isLatestValue__F__CMFL,isLatestValue__F__EMAIL,isLatestValue__M__PCPR,isLatestValue__M__SOFT,isLatestValue__M__EPRS,isLatestValue__M__COPA,isLatestValue__M__TRAF,isLatestValue__M__EMAIL,isLatestValue__M__INST,isLatestValue__M__CMFL,isLatestValue__M__ARSP
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",442,Luxembourg,LUX,6.092656563,49.77679538,Europe and Northern America,G,Global,2021,PT,Percent,2017,78.87696,,56.40958,75.6911,71.31184,10.77036,,,68.53609,4.95751,,67.22616,51.31609,64.26898,62.84523,,73.9297,,16.38209,78.11127,61.32704,,81.23786,,,83.65336,74.0303,2017,,2017,2017,2017,2017,,,2017,2017,,2017,2017,2017,2017,,2017,,2017,2017,2017,,2017,,,2017,2017,C,,C,C,C,C,,,C,C,,C,C,C,C,,C,,C,C,C,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,True,True,,,True,True,,True,True,True,True,,True,,True,True,True,,True,,,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",446,"China, Macao Special Administrative Region",MAC,113.5665388,22.1237259,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,43.66063,43.70829,34.41373,38.03622,42.10359,7.07023,41.92882,28.61455,34.92215,6.13534,42.70677,36.96241,33.89474,40.75188,34.52632,27.00752,42.82707,40.99248,8.11448,43.60269,34.98316,44.81481,39.22559,42.96296,30.40404,44.57912,35.35354,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",446,"China, Macao Special Administrative Region",MAC,113.5665388,22.1237259,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,46.10582,45.91853,36.52255,38.83253,44.98205,4.37022,44.62307,31.21586,38.36429,,,,,,,,,,,,,,,,,,,2019,2019,2019,2019,2019,2019,2019,2019,2019,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",450,Madagascar,MDG,46.6982339,-19.38514785,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,,,,,,,,,,0.52178,3.0011,2.45412,0.74008,2.04497,1.76717,1.53582,2.65084,2.01548,0.93728,4.02142,1.70248,6.5674,6.31902,3.66955,3.95799,6.31933,3.53098,,,,,,,,,,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",458,Malaysia,MYS,116.8346314,5.452415309,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,51.30158,52.93662,12.52528,33.6001,28.13993,2.29766,37.9975,20.66606,17.2712,,,,,,,,,,,,,,,,,,,2015,2015,2015,2015,2015,2015,2015,2015,2015,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",458,Malaysia,MYS,116.8346314,5.452415309,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,55.49209,55.19846,20.19633,42.44226,33.67055,7.49194,43.04514,48.36451,24.76148,7.08768,50.63237,39.19176,19.96338,30.69199,23.79253,42.20415,50.74139,39.68743,7.86939,36.45162,20.41383,59.4618,45.47725,46.17942,54.1164,59.92779,25.66619,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",458,Malaysia,MYS,116.8346314,5.452415309,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,56.26476,57.41144,24.16603,43.36571,34.69232,7.84681,43.78832,49.484,25.90184,7.40312,55.95008,40.56965,20.58994,33.3677,24.56392,46.39944,53.94087,40.84878,8.26196,35.93176,27.51216,58.77882,45.98196,46.53882,52.3702,58.43922,27.15373,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",458,Malaysia,MYS,116.8346314,5.452415309,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,57.97849,58.98414,24.92142,44.9529,37.07755,8.21611,44.74789,50.64765,26.67982,7.58608,54.23442,46.80332,23.84485,36.55433,26.06587,50.67763,,42.73691,8.79362,37.55716,25.90826,63.338,43.25669,46.59126,50.62016,,27.24261,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,,2019,2019,2019,2019,2019,2019,2019,2019,,2019,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,C,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2021,PT,Percent,2014,57.71836,59.97665,30.43271,46.57023,,9.7407,44.13131,33.84659,43.17347,7.3893,58.56491,41.47156,27.84323,,40.37753,27.50884,56.60803,,12.05639,,33.01392,62.7045,51.77624,,40.09951,59.99722,46.29397,2014,2014,2014,2014,,2014,2014,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,C,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,True,True,False,False,False,False,False,,False,True,False,,False,,False,False,False,,True,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2021,PT,Percent,2015,50.29928,50.386,34.21895,47.21187,43.63044,7.27587,,,38.23427,4.53151,47.50592,43.16172,32.05543,36.38556,34.1703,,45.78587,,9.99224,50.94397,36.52664,53.19231,51.41118,,,54.99015,42.19404,2015,2015,2015,2015,2015,2015,,,2015,2015,2015,2015,2015,2015,2015,,2015,,2015,2015,2015,2015,2015,,,2015,2015,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,,False,False,True,False,False,False,False,,False,,False,False,False,True,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2021,PT,Percent,2016,48.62581,,30.36264,48.99418,46.88707,6.63943,,,35.10993,4.7106,,42.81576,29.11645,39.98307,29.93763,,42.65682,,7.6073,46.60586,27.25962,,47.87124,,,47.35278,34.79871,2016,,2016,2016,2016,2016,,,2016,2016,,2016,2016,2016,2016,,2016,,2016,2016,2016,,2016,,,2016,2016,C,,C,C,C,C,,,C,C,,C,C,C,C,,C,,C,C,C,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,False,False,,False,False,False,False,,False,,False,False,False,,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2021,PT,Percent,2017,54.52847,,35.16148,48.95156,50.1734,5.68979,,,39.92509,3.17257,,42.75993,32.342,40.90592,33.37108,,48.59862,,7.03463,48.82402,30.71397,,45.66561,,,49.83011,37.87284,2017,,2017,2017,2017,2017,,,2017,2017,,2017,2017,2017,2017,,2017,,2017,2017,2017,,2017,,,2017,2017,C,,C,C,C,C,,,C,C,,C,C,C,C,,C,,C,C,C,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,True,,,False,True,,True,True,True,True,,True,,True,True,True,,True,,,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2021,PT,Percent,2019,52.57974,,35.58666,50.29076,53.87641,,,,40.57974,,,,,,,,,,,,,,,,,,,2019,,2019,2019,2019,,,,2019,,,,,,,,,,,,,,,,,,,C,,C,C,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,True,,,,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2015,68.00001,54.00004,36.00003,37.00004,40.99999,12.99996,61.00003,40.99999,33.0,12.99986,55.79651,40.59315,39.5931,39.20351,34.79651,32.01774,50.15139,61.0076,13.00001,42.00001,33.99995,53.00004,34.99994,60.99582,45.99997,56.70608,31.99997,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2016,82.0,56.00001,51.99998,50.00004,51.99998,13.99996,74.00001,53.99999,48.99999,11.0637,42.88986,34.63546,44.6162,40.15319,32.67609,47.30469,69.38543,57.87634,15.56578,58.3175,55.93751,62.99125,58.19336,82.59826,57.57039,88.72696,57.70502,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,78.51709,61.8718,41.41026,52.41939,49.69227,20.38034,79.41027,45.30771,44.25213,17.49006,62.54243,63.17484,40.63023,42.99644,36.55148,39.46233,77.50336,72.2666,21.84175,53.07787,41.80467,61.53271,75.27189,83.0222,48.26331,79.02966,48.1458,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,71.17492,54.35619,42.78318,,59.65886,9.80722,66.58249,48.18028,45.85232,11.19407,51.11958,40.11198,40.67165,55.78363,39.92551,41.9777,65.2987,61.38079,9.09101,61.66015,43.87364,56.02767,49.11072,69.2688,51.38348,74.20957,48.91309,2018,2018,2018,,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,C,C,C,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2019,71.12401,57.85075,36.0,58.0,54.0,18.08955,66.53747,42.0,36.0,17.8743,62.653,87.05914,56.24382,86.92928,53.59756,69.66986,,30.62996,18.20628,36.1435,25.02242,55.24664,42.24215,86.00897,26.99552,,26.4574,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,,2019,2019,2019,2019,2019,2019,2019,2019,,2019,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,C,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,35.66722,,31.04468,,16.74286,,35.35466,21.51695,25.56144,,,,29.64433,13.94264,23.68968,17.86584,33.60092,33.80641,,19.8821,32.61457,,,37.09035,25.61008,37.98369,27.6598,2016,,2016,,2016,,2016,2016,2016,,,,2016,2016,2016,2016,2016,2016,,2016,2016,,,2016,2016,2016,2016,C,,C,,C,,C,C,C,,,,C,C,C,C,C,C,,C,C,,,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,False,,False,False,False,,,,False,False,False,False,False,False,,False,False,,,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,32.83804,,29.33073,,20.20373,,33.69917,21.96879,25.59116,,,,28.14997,28.5455,23.92096,18.73546,30.80255,31.71814,,35.75982,30.59528,,,35.82079,25.43156,35.01796,27.37989,2017,,2017,,2017,,2017,2017,2017,,,,2017,2017,2017,2017,2017,2017,,2017,2017,,,2017,2017,2017,2017,C,,C,,C,,C,C,C,,,,C,C,C,C,C,C,,C,C,,,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,False,,False,False,False,,,,False,False,False,False,False,False,,False,False,,,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,33.69994,,30.68809,,20.80462,7.71311,34.41549,23.53042,26.9932,6.73442,,,29.76003,19.52653,25.63194,20.61422,31.94645,32.76255,8.79754,22.22078,31.71642,,,36.24701,26.76167,35.64286,28.50152,2018,,2018,,2018,2018,2018,2018,2018,2018,,,2018,2018,2018,2018,2018,2018,2018,2018,2018,,,2018,2018,2018,2018,C,,C,,C,C,C,C,C,C,,,C,C,C,C,C,C,C,C,C,,,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,False,False,False,False,False,False,,,False,False,False,False,True,False,False,False,False,,,False,False,True,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,G,Global,2021,PT,Percent,2019,31.77882,31.77882,28.91332,,18.40576,7.06103,32.94116,22.54167,25.9228,5.6418,29.53547,,26.98721,16.16747,23.70892,19.37798,,30.70086,8.64651,20.90624,31.06504,34.28496,,35.44389,26.07597,,28.39602,2019,2019,2019,,2019,2019,2019,2019,2019,2019,2019,,2019,2019,2019,2019,,2019,2019,2019,2019,2019,,2019,2019,,2019,C,C,C,,C,C,C,C,C,C,C,,C,C,C,C,,C,C,C,C,C,,C,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,True,,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,16.84,16.89002,9.85998,11.15002,10.58998,4.27,14.85999,11.11,13.50998,3.13716,27.01098,17.69465,15.94216,15.32404,19.77272,14.40097,23.49008,21.29983,3.8231,18.35159,13.40457,25.25995,19.30908,20.04171,13.38481,22.78614,15.61131,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",499,Montenegro,MNE,19.25214024,42.78717043,Europe and Northern America,G,Global,2021,PT,Percent,2015,66.4097,,14.95644,63.04097,22.48468,1.19622,,,,0.51151,,60.01835,13.13659,18.16609,,,61.01854,,1.71525,25.75826,16.33593,,65.33255,,,70.4963,,2015,,2015,2015,2015,2015,,,,2015,,2015,2015,2015,,,2015,,2015,2015,2015,,2015,,,2015,,C,,C,C,C,C,,,,C,,C,C,C,,,C,,C,C,C,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,,False,,False,False,False,,,False,,False,False,False,,False,,,False,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",499,Montenegro,MNE,19.25214024,42.78717043,Europe and Northern America,G,Global,2021,PT,Percent,2016,68.71985,,21.69829,65.574,28.66244,1.70635,,,,1.8889,,60.88973,18.42945,21.97011,,,65.03766,,1.60268,32.46293,23.55463,,68.23415,,,70.81093,,2016,,2016,2016,2016,2016,,,,2016,,2016,2016,2016,,,2016,,2016,2016,2016,,2016,,,2016,,C,,C,C,C,C,,,,C,,C,C,C,,,C,,C,C,C,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,,False,,False,False,False,,,False,,False,False,False,,False,,,False,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",499,Montenegro,MNE,19.25214024,42.78717043,Europe and Northern America,G,Global,2021,PT,Percent,2017,69.92245,,27.97952,68.69031,37.66047,2.94093,,37.66047,,1.86835,,65.33091,25.16464,,,32.64936,66.06395,,3.52089,,29.50158,,70.5068,,40.37007,72.0088,,2017,,2017,2017,2017,2017,,2017,,2017,,2017,2017,,,2017,2017,,2017,,2017,,2017,,2017,2017,,C,,C,C,C,C,,C,,C,,C,C,,,C,C,,C,,C,,C,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,True,,False,,False,False,,,True,False,,False,,False,,False,,True,False,
