INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F__Y15T49__PHY+SEX,OBS_VALUE__F__Y30T34__PHY+SEX,OBS_VALUE__F__Y35T39__PHY+SEX,OBS_VALUE__F__Y40T44__PHY+SEX,OBS_VALUE__F__Y20T24__PHY+SEX,OBS_VALUE__F__Y45T49__PHY+SEX,OBS_VALUE__F__Y15T19__PHY+SEX,OBS_VALUE__F__Y25T29__PHY+SEX,OBS_VALUE__F__Y18T24__PHY+SEX,OBS_VALUE__F__Y15T24__PHY+SEX,OBS_VALUE__F__Y30T39__PHY+SEX,OBS_VALUE__F__Y20T29__PHY+SEX,OBS_VALUE__F__Y40T49__PHY+SEX,OBS_VALUE__F__Y18T49__PHY+SEX,OBS_VALUE__F__Y18T19__PHY+SEX,OBS_VALUE__F__Y25T34__PHY+SEX,OBS_VALUE__F__Y45T59__PHY+SEX,OBS_VALUE__F__Y30T35__PHY+SEX,OBS_VALUE__F__Y35T44__PHY+SEX,OBS_VALUE__F__Y15T44__PHY+SEX,OBS_VALUE__F__Y18T50__PHY+SEX,TIME_DETAIL__F__Y15T49__PHY+SEX,TIME_DETAIL__F__Y30T34__PHY+SEX,TIME_DETAIL__F__Y35T39__PHY+SEX,TIME_DETAIL__F__Y40T44__PHY+SEX,TIME_DETAIL__F__Y20T24__PHY+SEX,TIME_DETAIL__F__Y45T49__PHY+SEX,TIME_DETAIL__F__Y15T19__PHY+SEX,TIME_DETAIL__F__Y25T29__PHY+SEX,TIME_DETAIL__F__Y18T24__PHY+SEX,TIME_DETAIL__F__Y15T24__PHY+SEX,TIME_DETAIL__F__Y30T39__PHY+SEX,TIME_DETAIL__F__Y20T29__PHY+SEX,TIME_DETAIL__F__Y40T49__PHY+SEX,TIME_DETAIL__F__Y18T49__PHY+SEX,TIME_DETAIL__F__Y18T19__PHY+SEX,TIME_DETAIL__F__Y25T34__PHY+SEX,TIME_DETAIL__F__Y45T59__PHY+SEX,TIME_DETAIL__F__Y30T35__PHY+SEX,TIME_DETAIL__F__Y35T44__PHY+SEX,TIME_DETAIL__F__Y15T44__PHY+SEX,TIME_DETAIL__F__Y18T50__PHY+SEX,NATURE__F__Y15T49__PHY+SEX,NATURE__F__Y30T34__PHY+SEX,NATURE__F__Y35T39__PHY+SEX,NATURE__F__Y40T44__PHY+SEX,NATURE__F__Y20T24__PHY+SEX,NATURE__F__Y45T49__PHY+SEX,NATURE__F__Y15T19__PHY+SEX,NATURE__F__Y25T29__PHY+SEX,NATURE__F__Y18T24__PHY+SEX,NATURE__F__Y15T24__PHY+SEX,NATURE__F__Y30T39__PHY+SEX,NATURE__F__Y20T29__PHY+SEX,NATURE__F__Y40T49__PHY+SEX,NATURE__F__Y18T49__PHY+SEX,NATURE__F__Y18T19__PHY+SEX,NATURE__F__Y25T34__PHY+SEX,NATURE__F__Y45T59__PHY+SEX,NATURE__F__Y30T35__PHY+SEX,NATURE__F__Y35T44__PHY+SEX,NATURE__F__Y15T44__PHY+SEX,NATURE__F__Y18T50__PHY+SEX,COMMENT_OBS__F__Y15T49__PHY+SEX,COMMENT_OBS__F__Y30T34__PHY+SEX,COMMENT_OBS__F__Y35T39__PHY+SEX,COMMENT_OBS__F__Y40T44__PHY+SEX,COMMENT_OBS__F__Y20T24__PHY+SEX,COMMENT_OBS__F__Y45T49__PHY+SEX,COMMENT_OBS__F__Y15T19__PHY+SEX,COMMENT_OBS__F__Y25T29__PHY+SEX,COMMENT_OBS__F__Y18T24__PHY+SEX,COMMENT_OBS__F__Y15T24__PHY+SEX,COMMENT_OBS__F__Y30T39__PHY+SEX,COMMENT_OBS__F__Y20T29__PHY+SEX,COMMENT_OBS__F__Y40T49__PHY+SEX,COMMENT_OBS__F__Y18T49__PHY+SEX,COMMENT_OBS__F__Y18T19__PHY+SEX,COMMENT_OBS__F__Y25T34__PHY+SEX,COMMENT_OBS__F__Y45T59__PHY+SEX,COMMENT_OBS__F__Y30T35__PHY+SEX,COMMENT_OBS__F__Y35T44__PHY+SEX,COMMENT_OBS__F__Y15T44__PHY+SEX,COMMENT_OBS__F__Y18T50__PHY+SEX,isLatestValue__F__Y15T49__PHY+SEX,isLatestValue__F__Y30T34__PHY+SEX,isLatestValue__F__Y35T39__PHY+SEX,isLatestValue__F__Y40T44__PHY+SEX,isLatestValue__F__Y20T24__PHY+SEX,isLatestValue__F__Y45T49__PHY+SEX,isLatestValue__F__Y15T19__PHY+SEX,isLatestValue__F__Y25T29__PHY+SEX,isLatestValue__F__Y18T24__PHY+SEX,isLatestValue__F__Y15T24__PHY+SEX,isLatestValue__F__Y30T39__PHY+SEX,isLatestValue__F__Y20T29__PHY+SEX,isLatestValue__F__Y40T49__PHY+SEX,isLatestValue__F__Y18T49__PHY+SEX,isLatestValue__F__Y18T19__PHY+SEX,isLatestValue__F__Y25T34__PHY+SEX,isLatestValue__F__Y45T59__PHY+SEX,isLatestValue__F__Y30T35__PHY+SEX,isLatestValue__F__Y35T44__PHY+SEX,isLatestValue__F__Y15T44__PHY+SEX,isLatestValue__F__Y18T50__PHY+SEX
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",417,Kyrgyzstan,KGZ,74.52324839,41.46204516,Central and Southern Asia,G,Global,2019,PT,Percent,2012,17.1,22.5,18.5,16.7,11.8,16.3,2.7,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",418,Lao People's Democratic Republic,LAO,101.9901968,20.27482773,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2014,6.4,11.8,6.8,4.2,8.3,5.0,13.6,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64;,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",419,Latin America and the Caribbean,,,,,G,Global,2019,PT,Percent,2017,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,Based on 16 countries with a population coverage of 50 percent;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",428,Latvia,LVA,26.42461876,56.64196636,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",430,Liberia,LBR,-9.311879038,6.448381009,Sub-Saharan Africa,G,Global,2019,PT,Percent,2007,35.0,38.0,31.2,25.7,44.2,23.1,37.3,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",432,Landlocked developing countries (LLDCs),,,,,G,Global,2019,PT,Percent,2017,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,Based on 22 countries with a population coverage of 80 per cent;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",442,Luxembourg,LUX,6.092656563,49.77679538,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",454,Malawi,MWI,33.4884625,-13.40819859,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,24.3,23.0,19.9,23.1,25.3,15.2,28.1,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",462,Maldives,MDV,73.09672546,-0.614385021,Central and Southern Asia,G,Global,2019,PT,Percent,2006,6.4,4.2,5.6,5.9,6.6,4.9,6.6,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,Based on definition used in the WHO multi-country study on women’s health and domestic violence;,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",466,Mali,MLI,-3.522016039,17.35311254,Sub-Saharan Africa,G,Global,2019,PT,Percent,2006,21.5,19.8,21.6,20.7,23.5,15.8,22.6,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,,,ENDIREH methodology; Women aged 15+; sexual violence definition differs from standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2017,14.7,,12.7,14.8,16.4,9.5,8.0,17.4,,,,,,,,,,17.7,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,C,C,C,C,C,,,,,,,,,,C,,,,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64;,,,,,,,,,,,,,,,,,,,,,True,,True,True,True,True,True,True,,,,,,,,,,True,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",498,Republic of Moldova,MDA,28.4650624,47.20236795,Europe and Northern America,G,Global,2019,PT,Percent,2005,14.6,15.9,15.2,12.5,14.6,15.0,15.1,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2019,PT,Percent,2015,28.8,30.8,27.1,21.6,35.4,19.7,28.4,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,C,C,C,C,C,C,C,,,,,,,,,,,,,,UNECE methodology; women aged 15+;,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",508,Mozambique,MOZ,38.18479941,-14.27963886,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,,,,,15.3,,,18.7,,,16.1,,14.1,15.5,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,True,,True,True,True,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",51,Armenia,ARM,44.93839317,40.29499741,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2016,3.5,3.3,4.7,2.8,2.4,5.6,0.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",513,Europe and Northern America,,,,,G,Global,2019,PT,Percent,2017,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,Based on 29 countries with a population coverage of 49 per cent; caution is advised when interpreting this figure as it is not fully representative of the population in this region.;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",516,Namibia,NAM,17.21907885,-22.13817068,Sub-Saharan Africa,G,Global,2019,PT,Percent,2013,20.2,19.4,17.3,16.3,25.5,20.2,52.0,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,Based on 25-49 unweighted cases;,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",524,Nepal,NPL,83.94678863,28.25866332,Central and Southern Asia,G,Global,2019,PT,Percent,2016,11.2,11.4,11.0,7.0,12.4,9.8,17.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",528,Netherlands,NLD,5.331480568,51.86728884,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",543,Oceania (exc. Australia and New Zealand),,,,,G,Global,2019,PT,Percent,2017,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,Based on 10 countries with a population coverage of 20 per cent; caution is advised when interpreting this figure as it is not fully representative of the population in this region.;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",548,Vanuatu,VUT,167.0679779,-15.34445547,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2009,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Based on definition used in the WHO multi-country study on women’s health and domestic violence;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,7.5,6.9,7.1,6.1,9.2,4.4,11.9,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,Definition of sexual violence differs from the standard,,,,,,,Definition of sexual violence differs from the standard,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",566,Nigeria,NGA,8.097363256,9.585789025,Sub-Saharan Africa,G,Global,2019,PT,Percent,2013,11.0,12.8,10.7,9.8,12.6,7.2,8.9,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",583,Micronesia (Federated States of),FSM,158.225216,6.880670092,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2014,26.0,25.2,29.0,24.6,,25.2,,17.8,,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,C,,C,,C,,,,,,,,,,,,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64;,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,True,,True,,True,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",584,Marshall Islands,MHL,171.0839119,7.110213497,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2014,20.1,24.7,17.6,13.6,,12.2,,22.8,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,C,,C,,C,,,,,,,,,,,,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64;,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,True,,True,,True,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",585,Palau,PLW,134.5733878,7.502307591,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2013,9.6,6.2,13.0,11.2,17.3,1.3,7.8,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64;,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",591,Panama,PAN,-81.26616623,8.450965746,Latin America and the Caribbean,G,Global,2019,PT,Percent,2009,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,,,sexual violence definition differs from standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
