INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__ISCED11_1___T__Q4,OBS_VALUE___T__ISCED11_1___T__Q5,OBS_VALUE___T__ISCED11_1___T__Q2,OBS_VALUE___T__ISCED11_1___T__Q1,OBS_VALUE___T__ISCED11_1___T__Q3,OBS_VALUE___T__ISCED11_1___T___T,OBS_VALUE__F__ISCED11_1___T__Q5,OBS_VALUE__F__ISCED11_1___T__Q1,OBS_VALUE__F__ISCED11_1___T__Q2,OBS_VALUE__F__ISCED11_1___T__Q3,OBS_VALUE__F__ISCED11_1___T___T,OBS_VALUE__F__ISCED11_1___T__Q4,OBS_VALUE__M__ISCED11_1___T__Q1,OBS_VALUE__M__ISCED11_1___T___T,OBS_VALUE__M__ISCED11_1___T__Q5,OBS_VALUE__M__ISCED11_1___T__Q3,OBS_VALUE__M__ISCED11_1___T__Q4,OBS_VALUE__M__ISCED11_1___T__Q2,OBS_VALUE___T__ISCED11_1__R__Q5,OBS_VALUE___T__ISCED11_1__R___T,OBS_VALUE___T__ISCED11_1__R__Q3,OBS_VALUE___T__ISCED11_1__R__Q4,OBS_VALUE___T__ISCED11_1__R__Q2,OBS_VALUE___T__ISCED11_1__R__Q1,OBS_VALUE__F__ISCED11_1__R__Q5,OBS_VALUE__F__ISCED11_1__R___T,OBS_VALUE__F__ISCED11_1__R__Q4,OBS_VALUE__F__ISCED11_1__R__Q3,OBS_VALUE__F__ISCED11_1__R__Q1,OBS_VALUE__F__ISCED11_1__R__Q2,OBS_VALUE__M__ISCED11_1__R__Q5,OBS_VALUE__M__ISCED11_1__R__Q2,OBS_VALUE__M__ISCED11_1__R__Q1,OBS_VALUE__M__ISCED11_1__R___T,OBS_VALUE__M__ISCED11_1__R__Q4,OBS_VALUE__M__ISCED11_1__R__Q3,OBS_VALUE___T__ISCED11_1__U__Q5,OBS_VALUE___T__ISCED11_1__U__Q2,OBS_VALUE___T__ISCED11_1__U___T,OBS_VALUE___T__ISCED11_1__U__Q4,OBS_VALUE___T__ISCED11_1__U__Q3,OBS_VALUE___T__ISCED11_1__U__Q1,OBS_VALUE__F__ISCED11_1__U__Q3,OBS_VALUE__F__ISCED11_1__U__Q5,OBS_VALUE__F__ISCED11_1__U__Q4,OBS_VALUE__F__ISCED11_1__U___T,OBS_VALUE__F__ISCED11_1__U__Q1,OBS_VALUE__F__ISCED11_1__U__Q2,OBS_VALUE__M__ISCED11_1__U__Q4,OBS_VALUE__M__ISCED11_1__U__Q5,OBS_VALUE__M__ISCED11_1__U___T,OBS_VALUE__M__ISCED11_1__U__Q3,OBS_VALUE__M__ISCED11_1__U__Q2,OBS_VALUE__M__ISCED11_1__U__Q1,NATURE___T__ISCED11_1___T__Q4,NATURE___T__ISCED11_1___T__Q5,NATURE___T__ISCED11_1___T__Q2,NATURE___T__ISCED11_1___T__Q1,NATURE___T__ISCED11_1___T__Q3,NATURE___T__ISCED11_1___T___T,NATURE__F__ISCED11_1___T__Q5,NATURE__F__ISCED11_1___T__Q1,NATURE__F__ISCED11_1___T__Q2,NATURE__F__ISCED11_1___T__Q3,NATURE__F__ISCED11_1___T___T,NATURE__F__ISCED11_1___T__Q4,NATURE__M__ISCED11_1___T__Q1,NATURE__M__ISCED11_1___T___T,NATURE__M__ISCED11_1___T__Q5,NATURE__M__ISCED11_1___T__Q3,NATURE__M__ISCED11_1___T__Q4,NATURE__M__ISCED11_1___T__Q2,NATURE___T__ISCED11_1__R__Q5,NATURE___T__ISCED11_1__R___T,NATURE___T__ISCED11_1__R__Q3,NATURE___T__ISCED11_1__R__Q4,NATURE___T__ISCED11_1__R__Q2,NATURE___T__ISCED11_1__R__Q1,NATURE__F__ISCED11_1__R__Q5,NATURE__F__ISCED11_1__R___T,NATURE__F__ISCED11_1__R__Q4,NATURE__F__ISCED11_1__R__Q3,NATURE__F__ISCED11_1__R__Q1,NATURE__F__ISCED11_1__R__Q2,NATURE__M__ISCED11_1__R__Q5,NATURE__M__ISCED11_1__R__Q2,NATURE__M__ISCED11_1__R__Q1,NATURE__M__ISCED11_1__R___T,NATURE__M__ISCED11_1__R__Q4,NATURE__M__ISCED11_1__R__Q3,NATURE___T__ISCED11_1__U__Q5,NATURE___T__ISCED11_1__U__Q2,NATURE___T__ISCED11_1__U___T,NATURE___T__ISCED11_1__U__Q4,NATURE___T__ISCED11_1__U__Q3,NATURE___T__ISCED11_1__U__Q1,NATURE__F__ISCED11_1__U__Q3,NATURE__F__ISCED11_1__U__Q5,NATURE__F__ISCED11_1__U__Q4,NATURE__F__ISCED11_1__U___T,NATURE__F__ISCED11_1__U__Q1,NATURE__F__ISCED11_1__U__Q2,NATURE__M__ISCED11_1__U__Q4,NATURE__M__ISCED11_1__U__Q5,NATURE__M__ISCED11_1__U___T,NATURE__M__ISCED11_1__U__Q3,NATURE__M__ISCED11_1__U__Q2,NATURE__M__ISCED11_1__U__Q1,isLatestValue___T__ISCED11_1___T__Q4,isLatestValue___T__ISCED11_1___T__Q5,isLatestValue___T__ISCED11_1___T__Q2,isLatestValue___T__ISCED11_1___T__Q1,isLatestValue___T__ISCED11_1___T__Q3,isLatestValue___T__ISCED11_1___T___T,isLatestValue__F__ISCED11_1___T__Q5,isLatestValue__F__ISCED11_1___T__Q1,isLatestValue__F__ISCED11_1___T__Q2,isLatestValue__F__ISCED11_1___T__Q3,isLatestValue__F__ISCED11_1___T___T,isLatestValue__F__ISCED11_1___T__Q4,isLatestValue__M__ISCED11_1___T__Q1,isLatestValue__M__ISCED11_1___T___T,isLatestValue__M__ISCED11_1___T__Q5,isLatestValue__M__ISCED11_1___T__Q3,isLatestValue__M__ISCED11_1___T__Q4,isLatestValue__M__ISCED11_1___T__Q2,isLatestValue___T__ISCED11_1__R__Q5,isLatestValue___T__ISCED11_1__R___T,isLatestValue___T__ISCED11_1__R__Q3,isLatestValue___T__ISCED11_1__R__Q4,isLatestValue___T__ISCED11_1__R__Q2,isLatestValue___T__ISCED11_1__R__Q1,isLatestValue__F__ISCED11_1__R__Q5,isLatestValue__F__ISCED11_1__R___T,isLatestValue__F__ISCED11_1__R__Q4,isLatestValue__F__ISCED11_1__R__Q3,isLatestValue__F__ISCED11_1__R__Q1,isLatestValue__F__ISCED11_1__R__Q2,isLatestValue__M__ISCED11_1__R__Q5,isLatestValue__M__ISCED11_1__R__Q2,isLatestValue__M__ISCED11_1__R__Q1,isLatestValue__M__ISCED11_1__R___T,isLatestValue__M__ISCED11_1__R__Q4,isLatestValue__M__ISCED11_1__R__Q3,isLatestValue___T__ISCED11_1__U__Q5,isLatestValue___T__ISCED11_1__U__Q2,isLatestValue___T__ISCED11_1__U___T,isLatestValue___T__ISCED11_1__U__Q4,isLatestValue___T__ISCED11_1__U__Q3,isLatestValue___T__ISCED11_1__U__Q1,isLatestValue__F__ISCED11_1__U__Q3,isLatestValue__F__ISCED11_1__U__Q5,isLatestValue__F__ISCED11_1__U__Q4,isLatestValue__F__ISCED11_1__U___T,isLatestValue__F__ISCED11_1__U__Q1,isLatestValue__F__ISCED11_1__U__Q2,isLatestValue__M__ISCED11_1__U__Q4,isLatestValue__M__ISCED11_1__U__Q5,isLatestValue__M__ISCED11_1__U___T,isLatestValue__M__ISCED11_1__U__Q3,isLatestValue__M__ISCED11_1__U__Q2,isLatestValue__M__ISCED11_1__U__Q1
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",753,Eastern and South-Eastern Asia,,,,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,,,,,,94.2,,,,,95.8,,,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,E,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",753,Eastern and South-Eastern Asia,,,,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,,,,,,94.6,,,,,96.1,,,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,E,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",753,Eastern and South-Eastern Asia,,,,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,,,,,,94.9,,,,,96.4,,,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,E,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",753,Eastern and South-Eastern Asia,,,,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,,,,,,95.2,,,,,96.7,,,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,E,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2001,97.39,97.82,89.4,77.98,94.28,89.75,97.64,83.28,92.45,95.43,92.2,97.79,72.96,87.36,97.99,93.13,97.01,86.39,91.54,77.32,79.42,87.56,75.43,64.2,94.04,82.68,91.64,83.92,72.48,80.36,89.12,71.24,56.63,72.48,83.75,75.39,98.19,92.39,92.6,97.59,95.82,84.4,96.31,98.0,97.8,94.28,88.41,94.62,97.38,98.38,90.93,95.33,90.15,80.37,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2002,96.56,97.67,91.07,81.14,95.28,90.93,97.99,85.61,93.62,96.69,93.23,97.55,76.72,88.66,97.34,93.89,95.62,88.58,92.32,80.01,82.15,87.45,75.79,71.55,92.91,84.36,91.92,86.65,75.41,83.17,91.91,68.85,67.68,76.14,84.13,77.83,97.79,93.31,93.38,96.99,96.38,86.9,97.83,98.42,97.34,95.1,90.41,94.73,96.65,97.14,91.65,94.9,91.9,83.38,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2003,97.66,97.92,92.08,84.39,95.32,92.26,97.82,89.79,94.73,96.28,94.63,97.87,79.51,90.01,98.03,94.43,97.46,89.53,96.82,84.72,85.69,90.53,82.99,76.43,98.8,90.63,96.08,92.57,84.76,87.45,95.2,79.29,68.92,79.55,84.97,79.96,97.8,94.16,93.96,97.67,96.48,87.79,96.92,97.49,97.88,95.49,91.9,95.54,97.47,98.1,92.48,96.07,92.82,83.9,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2004,97.24,97.87,92.74,85.78,95.51,92.79,98.12,90.5,95.19,96.84,94.91,97.09,81.17,90.74,97.64,94.26,97.39,90.31,95.83,85.22,87.03,90.39,84.93,75.71,96.01,90.56,94.68,92.49,83.98,90.66,95.67,79.88,67.74,80.4,86.82,81.93,98.13,94.43,94.72,97.19,96.77,90.28,97.16,98.37,97.08,95.97,92.85,96.47,97.3,97.92,93.49,96.4,92.36,87.68,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,97.4,98.23,93.98,86.84,96.24,93.44,98.6,90.69,95.69,97.14,95.22,97.86,83.01,91.71,97.88,95.38,96.94,92.32,93.55,86.3,90.47,91.64,81.98,80.88,95.18,90.19,94.48,93.79,84.85,87.93,92.16,76.39,77.06,82.63,89.02,87.15,98.34,95.69,95.33,97.81,97.06,91.09,97.71,98.81,97.98,96.53,93.81,96.65,97.63,97.9,94.15,96.42,94.75,88.4,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2006,97.71,98.31,94.04,89.27,96.02,94.1,97.88,93.31,95.98,96.36,95.75,97.54,85.31,92.46,98.77,95.67,97.87,92.06,96.68,88.68,88.07,91.55,87.73,85.0,97.02,92.24,92.51,93.05,89.43,92.34,96.38,83.33,80.82,85.38,90.69,83.44,98.41,95.6,95.49,97.83,96.94,91.97,96.73,98.07,97.51,96.6,95.06,97.0,98.16,98.78,94.36,97.16,94.15,88.92,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,97.65,98.38,93.36,88.47,96.72,93.74,98.56,91.82,95.03,97.6,95.44,98.29,85.24,92.08,98.21,95.9,97.0,91.72,95.4,88.36,91.11,91.84,86.12,83.85,95.75,91.31,92.55,94.12,88.53,89.59,95.07,83.01,79.61,85.75,91.28,88.43,98.59,95.34,95.15,97.93,97.27,90.87,98.18,98.77,98.53,96.46,93.32,96.59,97.33,98.41,93.84,96.39,94.1,88.41,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,97.79,98.5,94.33,89.22,96.15,94.11,98.44,93.14,96.11,97.37,96.03,98.23,85.52,92.26,98.55,94.91,97.36,92.59,95.86,89.48,91.13,93.81,88.64,83.78,98.03,93.81,96.98,95.91,90.26,92.18,93.95,85.14,77.68,85.41,90.9,86.77,98.75,95.03,95.26,98.23,97.04,91.61,97.77,98.81,98.41,96.57,94.63,95.96,98.06,98.69,93.99,96.3,94.07,88.81,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2009,98.12,99.09,94.47,89.78,96.63,94.44,99.54,93.61,96.37,97.22,96.35,98.81,86.0,92.59,98.66,96.06,97.44,92.66,96.78,89.12,90.24,93.24,87.74,84.59,97.96,92.99,94.27,93.59,91.22,91.86,95.63,84.12,78.05,85.52,92.34,87.05,99.31,95.71,95.75,98.69,97.1,92.36,97.46,99.76,99.04,97.16,95.16,97.23,98.35,98.86,94.37,96.76,94.27,89.53,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,98.31,98.65,94.95,90.87,96.93,94.9,99.24,93.53,96.63,97.2,96.29,98.54,88.22,93.52,98.08,96.66,98.09,93.32,97.32,90.5,91.75,92.97,88.81,88.17,99.21,93.66,94.75,97.09,90.56,91.95,95.43,85.77,85.97,87.43,91.29,86.16,98.76,95.93,95.87,98.52,97.4,92.76,97.81,99.29,98.42,96.87,95.18,96.46,98.62,98.26,94.88,97.01,95.4,90.32,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,99.02,98.96,95.49,92.91,97.7,95.91,98.95,95.16,96.88,98.2,97.11,99.23,90.58,94.72,98.96,97.23,98.79,94.09,97.98,92.88,93.62,95.14,92.26,90.16,98.86,94.88,95.73,95.18,92.33,95.77,97.04,89.01,88.04,90.98,94.65,92.09,99.05,96.35,96.57,98.99,98.39,93.93,98.66,98.8,99.27,97.57,95.88,97.59,98.69,99.3,95.56,98.14,95.06,91.89,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,98.15,99.14,95.71,93.61,97.24,96.02,99.49,96.18,97.18,97.99,97.44,98.56,91.11,94.66,98.78,96.51,97.81,94.28,98.85,93.19,93.15,92.56,91.93,92.9,98.68,95.8,95.25,96.14,95.85,94.84,98.99,89.31,90.24,90.84,90.27,90.35,99.33,96.67,96.66,98.11,97.66,94.57,98.23,99.51,98.75,97.79,96.77,97.54,97.54,99.14,95.55,97.09,95.82,92.4,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,98.67,99.24,96.62,94.64,97.86,96.72,99.31,96.49,97.96,98.4,97.82,99.09,92.84,95.69,99.18,97.35,98.28,95.28,98.41,94.7,94.94,94.96,94.09,93.83,98.31,96.78,97.03,98.41,95.57,96.18,98.47,92.24,92.16,92.87,93.36,91.69,99.21,97.09,97.18,98.76,98.28,95.39,98.67,99.26,99.11,98.05,97.04,97.94,98.43,99.17,96.35,97.91,96.24,93.75,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,98.85,99.33,97.05,94.93,98.12,97.0,99.6,96.64,98.06,98.73,97.97,98.9,93.27,96.07,99.05,97.52,98.8,96.13,98.31,95.21,95.55,97.69,94.53,93.66,97.39,96.59,98.72,96.29,95.79,96.45,99.2,92.96,91.68,94.0,96.75,94.94,99.54,97.59,97.41,98.97,98.2,95.58,98.81,99.64,99.14,98.27,97.03,98.51,98.81,99.44,96.57,97.62,96.71,94.12,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,98.28,98.95,93.15,89.66,96.39,93.84,98.99,92.38,96.13,96.65,95.55,98.71,87.05,92.26,98.92,96.15,97.9,90.32,97.52,90.03,90.95,94.67,89.33,86.21,98.61,93.69,96.79,93.91,91.54,93.34,96.63,85.81,80.89,86.72,92.91,88.27,99.04,93.99,94.63,98.43,96.6,91.08,96.43,98.84,99.11,95.93,92.91,96.77,97.87,99.21,93.43,96.76,91.25,89.34,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,97.5,98.36,94.74,91.3,97.08,94.74,98.13,94.11,95.98,98.17,96.19,97.59,88.57,93.33,98.58,95.96,97.42,93.58,97.26,91.33,90.69,95.63,92.08,87.4,98.3,94.67,97.06,93.65,92.78,95.16,96.33,89.23,82.8,88.33,94.28,88.08,98.35,95.57,95.42,97.79,97.03,92.68,98.12,97.87,97.58,96.48,94.69,96.61,97.99,98.78,94.38,95.91,94.56,90.65,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
